npsn,level,name
10211315,SMA,SMAS MUHAMMADIYAH 12
10211379,SMK,SMKS 2 SATRIA BINJAI
10211380,SMK,SMKS PUTRA ANDA BINJAI
10211381,SMK,SMKS PERTANIAN PABA BINJAI
10211382,SMK,SMKS PERSIAPAN BINJAI
10211383,SMK,SMKS PALAPA BINJAI
10211386,SMK,SMKS PABA BM BINJAI
10211391,SMK,SMKS SETIA BUDI BINJAI
10211392,SMK,SMKS SWAKARYA BINJAI
10211393,SMK,SMKS TEKNIK PABA BINJAI
10211402,SMK,SMKS YPIS MAJU BINJAI
10211404,SMK,SMKS TUNAS PELITA BINJAI
10211405,SMK,SMKS TELADAN BINJAI
10211526,SMA,SMA SWASTA DIPANEGARA TEBING TINGGI
10211533,SMA,SMA SWASTA F. TANDEAN
10211534,SMA,SMA SWASTA IR. H. DJUANDA
10211535,SMA,SMA SWASTA KATOLIK CINTA KASIH
10211537,SMA,SMA SWASTA INTI NUSANTARA
10211538,SMA,SMA SWASTA OSTROM METHODIST
10211540,SMA,SMA SWASTA R.A. KARTINI
10211541,SMA,SMA SWASTA SURYA NUSANTARA
10211564,SMA,SMA SWASTA TOGAMA
10211589,SMK,SMK SWASTA BM SURYA NUSANTARA TEBING TINGGI
10211590,SMK,SMK SWASTA T. DIPANEGARA
10211594,SMK,SMK SWASTA T. SURYA NUSANTARA TEBING TINGGI
10211595,SMK,SMK SWASTA TI TAMAN SISWA
10211596,SMK,SMK SWASTA TI YPD TEBING TINGGI
10211597,SMK,SMK SWASTA BUDI NASIONAL TEBING TINGGI
10211598,SMK,SMK SWASTA BISNIS DAN MANAJEMEN TAMANSISWA
10211681,SMA,SMAS YP MAHK
10211682,SMA,SMAS MARIA GORETTI
10211683,SMA,SMAS MARS
10211684,SMA,SMAS MELATI
10211685,SMA,SMAS METHODIST
10211686,SMA,SMAS PELITA
10211687,SMA,SMAS KARTIKA 1-4
10211688,SMA,SMAS KAMPUS NOMMENSEN
10211689,SMA,SMAS HARAPAN
10211696,SMA,SMAS PGRI 10
10211697,SMA,SMAS BINTANG TIMUR
10211698,SMK,SMKS GKPI 1 PEMATANGSIANTAR
10211699,SMK,SMKS CINTA RAKYAT PEMATANGSIANTAR
10211700,SMK,SMKS BUDDHIST MANJUSRI
10211701,SMK,SMKS RK BINTANG TIMUR
10211706,SMA,SMAS HKBP 1
10211708,SMA,SMAS TELADAN
10211709,SMA,SMAS SURYA MURNI
10211710,SMA,SMAS SURYA
10211712,SMA,SMAS SEMINARI
10211713,SMK,SMKS GKPI 2 PEMATANGSIANTAR
10211749,SMK,SMKS GKPS 3 PEMATANGSIANTAR
10211792,SMK,SMKS PARIWISATA YAYASAN USI
10211797,SMK,SMKS MARS
10211798,SMK,SMKS MARIA GORETTI
10211800,SMK,SMK KARTINI YPI AL - MADJID
10211801,SMK,SMKS HOTMA GUNA
10211802,SMK,SMKS HKBP
10211803,SMK,SMKS 2 SURYA MURNI
10211804,SMK,SMKS SURYA PEMATANGSIANTAR
10211811,SMK,SMKS 3 PARBINA NUSANTARA
10211813,SMK,SMKS 1 PARBINA NUSANTARA
10211814,SMK,SMKS 1 YP HKBP
10211815,SMK,SMKS PARIWISATA HKBP PEMATANGSIANTAR
10211816,SMK,SMKS 2 TRISAKTI
10211817,SMK,SMKS 1 TRISAKTI PEMATANGSIANTAR
10211818,SMK,SMKS TELADAN PEMATANGSIANTAR
10211819,SMK,SMKS 1 SURYA MURNI
10211994,SMK,SMKS KARYA UTAMA TANJUNG BALAI
10212022,SMA,SMA SWASTA SISINGAMANGARAJA
10212023,SMA,SMA SWASTA TRITUNGGAL
10212097,SMA,SMAS HKBP SIBOLGA
10212098,SMA,SMAS KATOLIK SIBOLGA
10212099,SMA,SMAS MUHAMMADIYAH 15 SIBOLGA
10212114,SMA,SMAS PGRI 14 SIBOLGA
10212115,SMA,SMAS TRI RATNA SIBOLGA
10212132,SMK,SMKS EKA SATRIA SIBOLGA BM
10212133,SMK,SMKS HKBP SIBOLGA
10212134,SMK,SMKS MUHAMMADIYAH 13 SIBOLGA
10212139,SMK,SMKS PGRI 4 SIBOLGA
10212196,SMA,SMAS HARAPAN PADANG SIDIMPUAN
10212197,SMA,SMAS KAMPUS
10212198,SMA,SMAS KESUMA INDAH
10212199,SMA,SMAS MUHAMMADIYAH 11 PSP
10212200,SMA,SMAS NURUL ILMI
10212416,SMA,SMAS KELUARGA
10212417,SMA,SMA SWASTA TAMANSISWA
10212418,SMA,SMAS TRISAKTI
10212419,SMK,SMKS MELATI
10212420,SMK,SMKS PERSIAPAN
10212422,SMK,SMKS 2 TAMAN SISWA PEMATANGSIANTAR
10212445,SMA,SMA SWASTA DAR - ALFALAH
10212447,SMK,SMKS DAR AL FALAH TANJUNG BALAI
10212553,SMA,SMAS HKBP PADANGSIDIMPUAN
10212554,SMA,SMAS KARYA BARU PSP
10212557,SMA,SMAS PERGURUAN RAKYAT
10212558,SMA,SMAS TAMAN SISWA PADANG SIDEMPUAN
10212559,SMK,SMKS ABDI NEGARA 2 PADANGSIDIMPUAN
10212561,SMK,SMKS BUDI LUHUR PADANGSIDIMPUAN
10212562,SMK,SMKS HARAPAN PADANG SIDIMPUAN
10212563,SMK,SMKS HKBP PADANGSIDIMPUAN
10212564,SMK,SMKS KAMPUS PADANGSIDIMPUAN
10212568,SMK,SMKS PANCA DHARMA PADANGSIDIMPUAN
10212569,SMK,SMKS PEMBANGUNAN SWADAYA
10212570,SMK,SMKS PERGURUAN RAKYAT 2 PADANGSIDIMPUAN
10212571,SMK,SMKS PERGURUAN RAKYAT 1 PADANGSIDIMPUAN
10212572,SMK,SMKS TERUNA PADANGSIDIMPUAN
10212663,SMK,SMKS 1 TAMAN SISWA
10212720,SMA,SMAS TRISAKTI LAGUBOTI
10212721,SMK,SMK SWASTA ARJUNA LAGUBOTI
10212722,SMK,SMKS 2 PARULIAN 4 PORSEA
10212724,SMK,SMKS RAKYAT MERANTI TIMUR
10212725,SMK,SMKS TRISAKTI 1 LAGUBOTI
10212726,SMK,SMKS TRISAKTI 2 LAGUBOTI
10212728,SMK,SMKS 2 TRI SURYA PORSEA
10212766,SMA,SMA SWASTA KRISTEN BNKP GUNUNGSITOLI
10212770,SMK,SMK SWASTA KRISTEN BNKP GUNUNGSITOLI
10212773,SMK,SMK SWASTA EMMANUEL AGUNG
10214029,SMK,SMKS AMIR HAMZAH 1 BM
10214030,SMK,SMKS BANDUNG 1 PS TUAN DELISERDANG
10214036,SMK,SMK SWASTA DWITUNGGAL 1 TANJUNG MORAWA
10214038,SMK,SMKS ERA UTAMA 2 BM PANCUR BATU
10214039,SMK,SMK SWASTA ISTIQLAL DELITUA
10214040,SMK,SMK SWASTA JAYA KRAMA BERINGIN
10214041,SMK,SMKS KARYA PEMBANGUNAN DELITUA
10214042,SMK,SMK SWASTA CITRA HARAPAN
10214044,SMK,SMKS KARYA SERDANG 2 BM LUBUK PAKAM
10214048,SMK,SMK SWASTA  NUR AZIZI TANJUNG MORAWA
10214050,SMK,SMKS NUSANTARA BM LUBUK PAKAM
10214052,SMK,SMKS PAB 2 HELVETIA
10214053,SMK,SMKS PAB 3 MEDAN ESTATE
10214054,SMK,SMKS PAB 4 KLUMPANG
10214056,SMK,SMKS PANGERAN ANTASARI LABUHAN DELI
10214057,SMK,SMK SWASTA PEMBANGUNAN GALANG 2
10214058,SMK,SMK SWASTA RAKYAT SEI GLUGUR
10214061,SMK,SMKS SINAR HUSNI 1 BM L DELI DELISERDANG
10214065,SMK,SMK SWASTA TARBIYAH ISLAMIYAH
10214066,SMK,SMK SWASTA TD PARDEDE FOUNDATION
10214067,SMK,SMK SWASTA TRI KARYA SUNGGAL
10214069,SMK,SMK SWASTA TUNAS KARYA
10214071,SMK,SMKS YPI DELITUA
10214073,SMK,SMKS PEMBANGUNAN DAERAH LUBUK PAKAM
10214075,SMK,SMK SWASTA AWAL KARYA PEMBANGUNAN
10214076,SMK,SMKS AKP LUBUK PAKAM
10214077,SMK,SMKS BANDUNG 2 TI PS TUAN DELI SERDANG
10214078,SMK,SMKS BAYU PERTIWI 2 TR SUNGGAL
10214079,SMK,SMKS DHARMA KARYA TI BERINGIN
10214082,SMK,SMKS ERA UTAMA 1 TI P BATU
10214083,SMK,SMKS GEMA BUKIT BARISAN T MORAWA
10214084,SMK,SMK SWASTA KARYA JAYA
10214085,SMK,SMK SWASTA KARYA PENDIDIK LUBUK PAKAM
10214086,SMK,SMK SWASTA KARYA SERDANG 1
10214088,SMK,SMK SWASTA NURUL AMALIYAH
10214089,SMK,SMK SWASTA PERKUMPULAN AMAL BAKTI (PAB) 1 HELVETIA
10214091,SMK,SMK SWASTA PAB 6 MEDAN ESTATE
10214092,SMK,SMKS PELITA HAMPARAN PERAK
10214095,SMK,SMK SWASTA SINAR HARAPAN
10214096,SMK,SMKS SINAR HUSNI 2 TR L DELI DELISERDANG
10214098,SMK,SMK SWASTA TAMANSISWA LUBUK PAKAM 1
10214100,SMK,SMKS TRI SAKTI 1 TR LUBUK PAKAM
10214101,SMK,SMKS AMIR HAMZAH 2 TI
10214105,SMA,SMAS ANDREAS SUNGGAL
10214106,SMA,SMAS BANDUNG PERCUT SEI TUAN
10214107,SMA,SMAS BAYU PERTIWI
10214109,SMA,SMAS BINA SISWA LAUDENDANG
10214115,SMA,SMAS DHARMA KARYA
10214121,SMA,SMA SWASTA KARYA BUNDA
10214122,SMA,SMAS KARYA PEMBANGUNAN DELI TUA
10214124,SMA,SMA SWASTA CITRA HARAPAN
10214125,SMA,SMAS KARYA PENDIDIK
10214126,SMA,SMAS MELATI HAMPARAN PERAK
10214127,SMA,SMA SWASTA METHODIST INDONESIA LUBUK PAKAM
10214128,SMA,SMAS MUHAMMADIYAH 18 SUNGGAL
10214129,SMA,SMAS MUHAMMADIYAH 5 LUBUK PAKAM
10214140,SMA,SMAS NILA HARAPAN SUNGGAL
10214141,SMA,SMAS NUR AZIZI TJ MORAWA
10214142,SMA,SMAS NURUL AMALIYAH TJ MORAWA
10214143,SMA,SMAS NURUL HASANAH TEMBUNG
10214144,SMA,SMAS NUSANTARA LUBUK PAKAM
10214145,SMA,SMAS PAB 4 SAMPALI PERCUT
10214147,SMA,SMAS PAB 6 HELVETIA
10214148,SMA,SMAS PAB 8 SAENTIS PERCUT
10214149,SMA,SMAS PAB 9 PATUMBAK
10214150,SMA,SMAS PAMASTA TANJUNG MORAWA
10214151,SMA,SMAS PANCA JAYA GALANG
10214152,SMA,SMAS PANGERAN ANTASARI
10214153,SMA,SMAS PELITA BULU CINA
10214154,SMA,SMAS PERSIAPAN SUNGGAL
10214157,SMA,SMAS METHODIST KUTALIMBARU
10214159,SMA,SMA SWASTA RAKYAT SEI GLUGUR
10214160,SMA,SMAS RK DELI MURNI DISKI SUNGGAL
10214161,SMA,SMAS ROKITA SARI
10214162,SMA,SMA SWASTA BINA BANGSA TIGA JUHAR
10214164,SMA,SMAS GALIH AGUNG KUTALIMBARU
10214165,SMA,SMA SWASTA SINAR HARAPAN
10214167,SMA,SMAS SINGOSARI DELI TUA
10214168,SMA,SMAS KARYA SEDAR SIBIRU-BIRU
10214172,SMA,SMAS MASEHI SEBIRU BIRU
10214174,SMA,SMAS METHODIST TANJUNG MORAWA
10214175,SMA,SMA SWASTA PAB 1 MEDAN ESTATE
10214177,SMA,SMAS PEMNAS PAGAR MERBAU
10214179,SMA,SMAS PGRI 37 BATANG KUIS
10214180,SMA,SMAS RAKYAT PANCUR BATU
10214181,SMA,SMAS RK DELI MURNI DELI TUA
10214182,SMA,SMAS RK DELI MURNI SIBOLANGIT
10214186,SMA,SMAS TAMORA
10214187,SMA,SMAS TRI SAKTI LUBUK PAKAM
10215251,SMK,SMK SWASTA HKBP AMBARITA
10218968,SMA,SMAS TAMAN SISWA LUBUK PAKAM
10218990,SMA,SMAS AL HUSNA PATUMBAK
10219061,SMA,SMAS PAB 5 KLUMPANG
10219089,SMA,SMAS SINAR HUSNI LABUHAN DELI
10219101,SMA,SMAS YPI DELI DELI TUA
10219133,SMA,SMAS KARYA UTAMA MARINDAL
10219149,SMA,SMAS PEMNAS PANTAI LABU
10219151,SMA,SMAS PGRI 24 TALUN KENAS
10219163,SMA,SMAS RK SERDANG MURNI
10219919,SMA,SMAS HARAPAN 3 DELI TUA
10219920,SMA,SMAS JAYA KRAMA BERINGIN
10219921,SMA,SMA SWASTA KARYA JAYA TANJUNG MORAWA
10219926,SMA,SMAS SANTA LUSIA
10219929,SMK,SMK SWASTA DWITUNGGAL 2
10219931,SMK,SMKS AKP BERINGIN
10219932,SMK,SMKS LESTARI BERINGIN DELISERDANG
10219934,SMK,SMKS YAPIM MABAR
10220186,SMK,SMK SWASTA BISNIS DIPANEGARA TEBING TINGGI
10220209,SMA,SMAS DHARMA BAKTI SIBORONG2
10220210,SMA,SMAS PGRI 20 SIBORONGBORONG
10220213,SMA,SMAS DHARMA BAKTI
10220214,SMA,SMAS HARAPAN BANGSA TJ MORAWA
10220215,SMA,SMAS METHODIST PANCUR BATU
10220220,SMA,SMAS NUSANTARA JAYA
10220221,SMA,SMAS PRIMA NUSANTARA LUBUK PAKAM
10220223,SMA,SMAS RIZKI ANANDA PATUMBAK
10220224,SMA,SMAS SUMATERA TJ MORAWA
10220225,SMA,SMAS YAPIM BIRU-BIRU
10220226,SMA,SMAS YAPIM NAMORAMBE
10220227,SMA,SMA SWASTA YAPIM SEI GLUGUR
10220228,SMA,SMAS HARAPAN PAYA BAKUNG
10220232,SMK,SMKS YAPIM NAMORAMBE
10220237,SMK,SMKS PRIMA NUSANTARA 1 BM LUBUK PAKAM
10220242,SMK,SMK SWASTA HARAPAN BANGSA
10220246,SMK,SMKS YAHDI LABUHAN DELI
10220248,SMK,SMK SWASTA YAPIM BIRU BIRU
10220287,SMA,SMAS HKBP 1 TARUTUNG
10220288,SMA,SMAS HKBP 2 TARUTUNG
10220289,SMA,SMAS SWT HKBP BUTAR
10220290,SMA,SMAS PARSAORAN
10220292,SMA,SMAS ST MARIA TARUTUNG
10220299,SMK,SMKS 1 HKBP SIPOHOLON
10220300,SMK,SMKS 2 HKBP SIPOHOLON
10220301,SMK,SMKS HKI SIPAHUTAR
10220302,SMK,SMKS 2 HKI TARUTUNG
10220303,SMK,SMKS KARYA TARUTUNG
10220304,SMK,SMKS NUSANTARA SIBORONGBORONG
10220305,SMK,SMKS DHARMA BHAKTI WALTER MANALU
10220306,SMK,SMKS PARSAORAN
10220317,SMA,SMAS AL MASDAR B KUIS
10220320,SMA,SMAS YAPIM MABAR
10220445,SMK,SMK SWASTA AL KAROMAH BERASTAGI
10220517,SMA,SMAS SW EKA SATRIA
10220518,SMA,SMAS SW ST FRANSISKUS
10220525,SMK,SMKS TI PUTRA HARAPAN
10220598,SMA,SMAS PARULIAN BALNA
10220601,SMK,SMKS ANUGERAH
10220602,SMK,SMKS RIS MADUMA SUMBUL
10220616,SMA,SMAS TUNAS MEKAR
10220625,SMK,SMKS AL HASANAH
10220626,SMK,SMKS AL HUDA
10220627,SMK,SMKS TONDINI NUSANTARA
10220629,SMK,SMKS YPIPL GUNUNG TUA
10220645,SMA,SMAS ABDI UTAMA
10220674,SMK,SMKS PANCA SETIA
10220764,SMK,SMKS BAGINDA MULIA
10220782,SMA,SMAS SANTO PAULUS
10220856,SMK,SMKS HARISMA PULO PADANG
10220858,SMK,SMKS TELADAN RANTAUPRAPAT
10220931,SMA,SMAS KATOLIK BUDI MURNI 3
10220932,SMA,SMAS PULAU BRAYAN DARAT
10220934,SMK,SMKS DHARMA BAKTI 2 TI MEDAN
10220935,SMK,SMKS TI SUTAN OLOAN MEDAN
10227082,SMA,SMAS SANTO YOSEPH MEDAN
10257343,SMK,SMK SWASTA YAPIM SEI GLUGUR 2
10257545,SMA,SMAS UNIV AMIR HAMZAH
10257549,SMA,SMAS RAHMAT ISLAMIYAH
10257550,SMA,SMAS ASUHAN DAYA
10257607,SMK,SMKS BM CLEMEN TAPIANNAULI
10257609,SMK,SMKS YP RICO TUNAS HARAPAN
10257659,SMA,SMAS MARDI LESTARI
10257660,SMA,SMAS METHODIST 5 MEDAN
10257680,SMA,SMA IT AL HUSNAYAIN
10257750,SMA,SMA SWASTA GELORA PANCASILA
10257751,SMA,SMAS YAPIM SYAH BANDAR
10257752,SMK,SMKS DARUL AMALIYAH
10257753,SMK,SMKS SATRYA BUDI PERBAUNGAN
10257755,SMK,SMKS KITA MATAPAO
10257759,SMA,SMAS PLUS SHAFIYYATUL AMALIYYAH
10257790,SMA,SMAS HKBP LINTONGNIHUTA
10257832,SMA,SMAS GAJAH MADA
10257859,SMK,SMKS WIRA BANGSA
10257886,SMA,SMAS AL - ULUM TERPADU
10257998,SMA,SMAS SANIAH
10258023,SMA,SMAS KATOLIK TRI SAKTI
10258030,SMA,SMAS HKI TARUTUNG
10258034,SMA,SMAS SWAKARYA
10258039,SMA,SMAS CERDAS MURNI
10258047,SMA,SMAS PRIMBANA
10258062,SMA,SMA SWASTA METHODIST
10258233,SMK,SMK SWASTA KRISTEN BNKP TELUK DALAM
10258235,SMK,SMK SWASTA NIMARWATI
10258236,SMK,SMK SWASTA MITRA KASIH TELUK DALAM
10258237,SMK,SMK SWASTA BHAKTI LUHUR
10258238,SMK,SMK SWASTA NUSANTARA TERPADU TELUKDALAM
10258239,SMK,SMK SWASTA DHARMA KASIH
10258241,SMK,SMK SWASTA KRISTEN BNKP HILISIMAETANO
10258253,SMA,SMA SWASTA BINTANG LAUT
10258256,SMA,SMA SWASTA KAMPUS TELUKDALAM
10258259,SMA,SMA SWASTA AFORE SUSUA
10258261,SMA,SMA SWASTA FAJAR MAS
10258262,SMA,SMA SWASTA AMAL MAS
10258267,SMA,SMA SWASTA MITROS
10258268,SMA,SMA SWASTA HARAPAN BARU
10258335,SMA,SMAS PERMATA KASIH
10258339,SMA,SMA SWASTA LENTERA HARAPAN
10258340,SMA,SMA SWASTA PEMBDA 1 GUNUNGSITOLI
10258424,SMK,SMKS KRISTEN BNKP SIROMBU
10258426,SMA,SMAS BNKP KARMEL
10258492,SMA,SMAS ETISLANDIA
10258535,SMA,SMAS ANUGRAH HARAPAN BANGSA
10258714,SMK,SMKS MUHAMMADIYAH 5 KISARAN
10258716,SMK,SMKS ASAHAN KISARAN
10258720,SMK,SMKS HARAPAN SIMPANG EMPAT
10258721,SMK,SMKS HARAPAN DANAU SIJABUT
10258748,SMA,SMAS DARMA PUTRA
10258790,SMK,SMKS DHARMA ANALITIKA MEDAN
10258861,SMK,SMKS PENERBANGAN ANGKASA MEDAN
10258913,SMA,SMAS DHARMAWANGSA
10259032,SMK,SMK SWASTA PEMBDA NIAS
10259044,SMK,SMKS PRAYATNA 1
10259074,SMA,SMAS BANI ADAM AS
10259076,SMA,SMAS PERMATA
10259081,SMA,SMAS KATOLIK ST IGNATIUS
10259084,SMA,SMA SWASTA SANTU XAVERIUS GUNUNGSITOLI
10259101,SMA,SMA SWASTA PEMBDA 2 GUNUNGSITOLI
10259152,SMK,SMKS NUR HASANAH
10259155,SMA,SMAS WIDIYA DHARMA
10259159,SMK,SMKS INDONESIA MEMBANGUN 3
10259162,SMK,SMKS FAJAR MANDIRI
10259164,SMK,SMKS HARAPAN AL WASHLIYAH SIGAMBAL
10259218,SMA,SMAS ERA UTAMA PANCUR BATU
10259229,SMK,SMKS PHARMACA MEDAN
10259241,SMK,SMKS FARMASI YPFSU MEDAN
10259243,SMK,SMKS FARMASI APIPSU
10259244,SMA,SMAS NUSANTARA SETIA JANJI
10259248,SMA,SMAS KRISTEN IMMANUEL
10259259,SMA,SMAS LINGGA TEMBA
10259274,SMK,SMKS MUHAMMADIYAH 8
10259295,SMA,SMAS DOREMA
10259305,SMK,SMKS SANDHY PUTRA 2
10259348,SMK,SMKS ARRAHMAN
10259368,SMK,SMKS TELADAN
10259371,SMA,SMAS METHODIST 3 MEDAN
10259432,SMA,SMAS AL WASLIYAH 7
10259546,SMA,SMA SWASTA HKBP GIRSANG SIPANGAN BOLON
10259560,SMA,SMAS PEMBANGUNAN NASIONAL
10259577,SMK,SMK SWASTA - 2 DAERAH SEI BEJANGKAR
10259584,SMA,SMA SWASTA AL MAKSUM
10259593,SMK,SMKS GUNUNG KARMEL
10259664,SMA,SMAS ISKANDAR BATANG KUIS
10259665,SMK,SMK SWASTA MANDIRI
10259687,SMK,SMKS KESATRIA MANDIRI
10259718,SMA,SMAS PURNA YUDHA SEI RAKYAT
10259755,SMK,SMK SWASTA DR CIPTO MANGUN KUSUMO
10259757,SMK,SMK SWASTA PRAMA ARTHA BANDAR HULUAN
10259833,SMK,SMK SWASTA TAMAN PENDIDIKAN
10259834,SMK,SMK SWASTA TAMAN SISWA PERDAGANGAN
10259844,SMA,SMAS KARYA BHAKTI
10259849,SMA,SMAS BUNGA BANGSA
10259857,SMA,SMAS ERLANGGA
10259859,SMA,SMA SWASTA BERDIKARI
10259867,SMK,SMKS SWADAYA
10259908,SMA,SMA SWASTA TAMAN SISWA TAPIAN DOLOK
10259920,SMA,SMAS TRI KARYA PENDIDIK PANTAI LABU
10259922,SMK,SMK SWASTA BERINGIN BANGUN PURBA
10259931,SMA,SMA SWASTA TAMAN SISWA BAH JAMBI
10259953,SMK,SMKS ZAUHARI DAMULI
10259968,SMK,SMKS ERA UTAMA 3 TIK PANCUR BATU
10259971,SMK,SMK SWASTA ISLAM PROYEK UISU SIANTAR
10260014,SMK,SMK SWASTA SINGOSARI
10260019,SMA,SMAS DARUL ILMI MURNI
10260037,SMK,SMK SWASTA KRISTEN HARAPAN SEJAHTERA
10260039,SMK,SMK SWASTA PAB 8 SAMPALI
10260047,SMK,SMKS SUMBER MULYO
10260063,SMK,SMK SWASTA MUHAMMADIYAH PONPES DARUL ARQOM
10260067,SMK,SMK SWASTA FALIERA NIAS
10260072,SMA,SMAS KARTINI UTAMA
10260076,SMA,SMA SWASTA BINA BANGSA
10260085,SMK,SMKS PELAYARAN BAHARI
10260094,SMA,SMAS ADVENT NIAS
10260115,SMA,SMAS NURUL IMAN TANJUNG MORAWA
10260179,SMA,SMAS JABAL THARIQ
10260208,SMK,SMKS AL WASHLIYAH TELADAN
10260219,SMA,SMAS HARAPAN BARU
10260230,SMK,SMKS SADAR NAGARAJA
10260259,SMA,SMAS SWADAYA
10260261,SMA,SMAS SINGAPORE SCHOOL MEDAN
10260461,SMK,SMK SWASTA SENORA
10260465,SMK,SMK SWASTA KRISTEN BNKP DARO DARO BALAEKHA
10260602,SMK,SMKS NILA HARAPAN TIK SUNGGAL
10260606,SMK,SMKS DELIMA SARI 1 TI STM HULU
10260627,SMA,SMA SWASTA PAB 11 LUBUK PAKAM
10260628,SMA,SMAS ALWASLIYAH TANJUNG MORAWA
10260770,SMA,SMAS SULTAN HASANUDDIN
10260795,SMK,SMK SWASTA ISTIQOMAH
10260806,SMK,SMKS BERSINAR
10260807,SMK,SMK SWASTA PAB 12
10260834,SMK,SMKS PELAYARAN BUANA BAHARI
10260916,SMA,SMA SWASTA MUHAMMADIYAH 17
10260917,SMA,SMA SWASTA CITRA MEDANG DERAS
10260918,SMA,SMA SWASTA YPK KEDAISIANAM
10260937,SMK,SMKS SEPAKAT SEI BALAI
10260949,SMA,SMA SWASTA YAPIM TARUNA MEREK
10260950,SMK,SMK SWASTA YAPIM TARUNA MEREK
10260958,SMA,SMA SWASTA BUDI LUHUR
10260966,SMK,SMKS TIK DARUSSALAM
10261025,SMK,SMKS NAMIRA TECH NUSANTARA
10261026,SMK,SMK INDONESIA MEMBANGUN TARUNA BELAWAN
10261027,SMA,SMA SWASTA INDONESIA MEMBANGUN TARUNA
10261031,SMA,SMAS AL MANAR
10261072,SMK,SMKS ZAKIYUN NAJAH
10261165,SMK,SMKS 1 DAERAH SEI BEJANGKAR
10261174,SMK,SMKS YAPIM TEBING SYAHBANDAR
10261177,SMK,SMKS PAB 10 PATUMBAK
10261180,SMK,SMKS CITRA BANGSA AL ITTIHAD AEK NABARA
10261182,SMK,SMKS BINA WIDYA AEK NABARA
10261185,SMK,SMKS TAMAN SISWA DISKI TR
10261186,SMK,SMKS TAMAN SISWA LUBUK PAKAM 2
10261210,SMK,SMKS ALWASHLIYAH HAMPARAN PERAK
10261218,SMK,SMK SWASTA SAHATA
10261242,SMA,SMAS ISLAM TERPADU DAAR ULUM
10261243,SMK,SMKS BINA BAKTI
10261247,SMA,SMA SWASTA TAMANSISWA SIDOMULYO
10261248,SMK,SMKS MANBAUL HIDAYAH
10261305,SMA,SMA SWASTA MUHAMMADIYAH
10261347,SMK,SMKS ALFAJAR
10261395,SMK,SMK SWASTA KRISTEN BNKP ULUSUSUA
10261404,SMK,SMK SWASTA SINAR SENTOSA
10261406,SMA,SMAS VALENTINE
10261407,SMK,SMKS KESEHATAN SIDIMPUAN HUSADA
10261412,SMK,SMKS TRITECH INFORMATIKA
10261466,SMK,SMKS KHAIDIR NUR
10261473,SMA,SMAS GLOBAL PRIMA
10261476,SMK,SMK SWASTA KARYA BUNDA
10261491,SMK,SMK SWASTA ALA DELPHI
10261516,SMA,SMAS IMELDA
10261519,SMK,SMKS BUDAYA CIKAMPAK
10261521,SMK,SMKS PAB 7 LUBUK PAKAM
10261532,SMA,SMA UNGGULAN CT FOUNDATION
10261533,SMK,SMKS MANDIRI AL WASHLIYAH SILANGKITANG
10261565,SMA,SMA SWASTA AL -  ABDI BAH LIAS
10261569,SMK,SMKS CITRA ABDI NEGORO
10261572,SMK,SMK SWASTA 2 TAMAN ILMU PERLANAAN
10261576,SMA,SMA SWASTA GOTONG ROYONG
10261592,SMK,SMKS PANCA JAYA 2 TR GA92LANG
10261625,SMK,SMKS MANDIRI PANAI HULU
10261663,SMK,SMKS TKJ GEMILANG BANGSA
10261677,SMK,SMKS AL WASHLIYAH 12 SEI RAMPAH
10261695,SMK,SMK SWASTA SPP SNAKMA MUHAMMADIYAH TANJUNG ANOM
10261699,SMK,SMK SWASTA BINA GUNA TANAH JAWA
10261712,SMK,SMKS INDONESIA MEMBANGUN
10261724,SMA,SMAS AS SYAFI IYAH
10261735,SMA,SMAS PELITA MEDAN
10261754,SMK,SMKS SENTRA MEDIKA
10261760,SMA,SMAS AL FITYAN
10261764,SMK,SMKS KREATIF MEDAN
10261765,SMK,SMKS KALAM KUDUS MEDAN
10261805,SMK,SMK SWASTA TELADAN TANAH JAWA
10261885,SMK,SMKS HARVARD MEDAN
10261979,SMK,SMKS YAPIM BALIGE
10261987,SMA,SMAS ADVENT TELADAN
10262109,SMA,SMAS KESUMA BANGSA LONDUT
10262125,SMA,SMA SWASTA MAHAD MUHAMMAD SAMAN
10262131,SMK,SMKS CERDAS MURNI
10262159,SMA,SMA SWASTA BUDDHIS JAYANTI
10262172,SMK,SMKS RAUDHATUL ISLAMIYAH
10262189,SMK,SMKS ARUM AEK RASO
10262274,SMA,SMAS GENERUS BANGSA
10262313,SMK,SMKS MELATI TIK HAMPARAN PERAK
10262326,SMK,SMKS METHODIST CHARLES WESLEY
10262331,SMA,SMA SWASTA AL - AZHAR
10262377,SMK,SMK SWASTA INDONESIA MEMBANGUN TARUNA
10262387,SMK,SMK SWASTA AMAL MAS 1 LAHUSA
10262418,SMK,SMKS NAMIRA HUSADA MADINA
10262419,SMK,SMKS ARMINA
10262430,SMA,SMAS ISLAM KHAIRUL IMAM
10263516,SMA,SMA SWASTA SWASTA YAPIM INDRAPURA
10263517,SMK,SMKS YAPIM INDRAPURA
10263518,SMK,SMKS INDONESIA MEMBANGUN TARUNA
10263519,SMK,SMK SWASTA PLUS KESEHATAN EFARINA
10263531,SMA,SMAS SWASTA ANASTASIA
10263536,SMK,SMKS AL MA ARIF SIBOLGA
10263538,SMA,SMAS UNGGUL DEL
