npsn,name
20304998,SMAS MUHAMMADIYAH KEBUMEN
20305026,SMAN 1 PREMBUN
20305027,SMAN 1 PETANAHAN
20305446,SMAS PGRI 1 KEBUMEN
20306169,SMAN 9 PURWOREJO
20306173,SMAN 5 PURWOREJO
20306176,SMAN 2 PURWOREJO
20306191,SMAS ISLAM SUDIRMAN BRUNO
20306200,SMAS MUHAMMADIYAH KUTOARJO
20306201,SMAS MUHAMMADIYAH KALIGESING
20306202,SMAN 1 PURWOREJO
20306209,SMAS MUHAMMADIYAH PURWOREJO
20306210,SMAS MUHAMMADIYAH PITURUH
20306807,SMA NEGERI 1 WONOSOBO
20306821,SMAN 1 MOJOTENGAH
20307630,SMAS MAARIF SRUMBUNG
20307631,SMAS MAARIF SAWANGAN
20307632,SMAS MAARIF CANDIMULYO
20307633,SMAS MARSUDIRINI MUNTILAN
20307634,SMAS WIDYA WACANA SECANG
20307635,SMAS ISLAM SUDIRMAN PAKIS
20307637,SMAS ISLAM SUDIRMAN KALIANGKRIK
20307638,SMAS MUHAMMADIYAH 2 MUNTILAN
20307642,SMAS SHOLIHIN BANDONGAN
20307644,SMAS PANGUDI LUHUR VAN LITH
20307645,SMAS MUHAMMADIYAH SECANG
20307647,SMAS MUHAMMADIYAH NGLUWAR
20307651,SMAS BENTARA WACANA MUTILAN
20307709,SMAN 2 GRABAG
20307711,SMAN 1 NGLUWAR
20307713,SMAN 1 MERTOYUDAN
20307714,SMAN 1 KOTA MUNGKID
20308613,SMAS KANISIUS YOS SUDARSO
20308620,SMAS TUNAS HARAPAN AMPEL
20308626,SMAS MUHAMMADIYAH 4 ANDONG
20309674,SMAN 1 PRAMBANAN
20309676,SMAN 1 KLATEN
20309679,SMAN 1 KARANGDOWO
20309680,SMAN 1 KARANGANOM
20309690,SMAN 3 KLATEN
20309705,SMAS MUHAMMADIYAH 8 BAYAT
20309707,SMAS MUHAMMADIYAH 3 PEDAN
20309725,SMAS MUHAMMADIYAH 2 DELANGGU
20309727,SMAS MUHAMMADIYAH 13 KLATEN
20309728,SMAS MUHAMMADIYAH 12 KRAKITAN BAYAT
20309734,SMAS COKROAMINOTO
20310429,SMAS MUHAMMADIYAH 3 WATUKELIR
20310430,SMAS MUHAMMADIYAH 4 KARTASURA
20310434,SMAS PRAWIRA MARTA KARTASURA
20310435,SMAS VETERAN 1 SUKOHARJO
20310495,SMAS ASSALAM SUKOHARJO
20311305,SMAN 1 MANYARAN
20311310,SMAS PANGUDI LUHUR GIRIWOYO
20311312,SMAS PANCASILA 2 BATURETNO
20311315,SMAS MUHAMMADIYAH 1 WONOGIRI
20311316,SMAS KRISTEN WONOGIRI
20311332,SMAN 1 WURYANTORO
20312188,SMAN COLOMADU
20312201,SMAN GONDANGREJO
20312203,SMA MUHAMMADIYAH 5 JATEN
20312205,SMA KANISIUS BHARATA KARANGANYAR
20313028,SMAN 2 SRAGEN
20313049,SMAS SAVERIUS KARANGMALANG
20313050,SMAS BHAKTI PRAJA 3 KALIJAMBE
20313065,SMAS PGRI 1 KARANGMALANG
20313067,SMAS MUHAMMADIYAH 8 KALIJAMBE
20313068,SMAS MUHAMMADIYAH 6 GONDANG SRAGEN
20313069,SMAS MUHAMMADIYAH 4 SUMBERLAWANG
20313073,SMAS MUHAMMADIYAH 9 SAMBIREJO
20313830,SMAS MUHAMMADIYAH TOROH
20313833,SMAS ISLAM SUDIRMAN TANGGUNGHARJO
20313835,SMAS ISLAM KARANGRAYUNG
20313842,SMAS PGRI PURWODADI
20313856,SMAS PGRI WIROSARI
20314883,SMAN 1 JEPON
20314885,SMAN 1 BLORA
20314886,SMAS PGRI CEPU
20314889,SMAS NU KRADENAN
20314892,SMAS MUHAMMADIYAH KEDUNGTUBAN
20314895,SMAN 2 BLORA
20314906,SMAN 2 CEPU
20315018,SMAS KRIDHA DOPLANG
20315693,SMA SANTA MARIA REMBANG
20315695,SMA NEGERI 1 LASEM
20315696,SMA NEGERI 1 PAMOTAN
20315697,SMA NEGERI 1 REMBANG
20317490,SMAS KERAMAT KUDUS
20317493,SMAN 1 JEKULO KUDUS
20317502,SMAN 2 BAE KUDUS
20318323,SMAS ISLAM JEPARA
20318331,SMAS MUHAMMADIYAH 2 MAYONG
20318342,SMA NEGERI 1 DONOROJO
20319281,SMAS TAKHASSUS AL - QURAN BONANG
20319282,SMAS PGRI DEMAK
20319283,SMAS PEMBANGUNAN MRANGGEN
20319292,SMAN 1 MIJEN
20319299,SMAN 3 DEMAK
20319300,SMAN 2 MRANGGEN
20319301,SMAN 2 DEMAK
20319304,SMAS MAARIF KARANGAWEN
20319305,SMAS KY AGENG GIRI MRANGGEN
20319324,SMAS FUTUHIYYAH MRANGGEN
20320241,SMA NEGERI 2 UNGARAN
20320244,SMA NEGERI 1 TENGARAN
20320258,SMA NEGERI  SUSUKAN
20320370,SMA KARTIKA III - I BANYUBIRU
20320371,SMA KANISIUS AMBARAWA
20320373,SMA ISLAM SUDIRMAN AMBARAWA
20320374,SMA ISLAM PLUS BINA INSANI SUSUKAN
20320375,SMA BHAKTI MUDA KALIWUNGU
20320376,SMA ASSALAFI SUSUKAN
20320382,SMA  MUHAMMADIYAH SUMOWONO
20320384,SMA NEGERI 1 GETASAN
20320387,SMA NEGERI 1 AMBARAWA
20320389,SMA VIRGO FIDELIS BAWEN
20320390,SMA TUNAS PATRIA UNGARAN
20320391,SMA TAMAN MADYA AMBARAWA
20320392,SMA SEDES SAPIENTIAE JAMBU
20321428,SMA NEGERI 1 PARAKAN
20321429,SMA NEGERI 1 CANDIROTO
20321430,SMA PGRI TEMANGGUNG
20321431,SMA MUHAMMADIYAH 1 TEMANGGUNG
20321435,SMA ISLAM KANDANGAN
20321436,SMA BHAKTI KARYA KALORAN
20321438,SMA NEGERI 1 TEMANGGUNG
20321831,SMAN 1 GEMUH
20321832,SMAN 2 SUKOREJO
20321834,SMAN 1 WELERI
20321835,SMAN 1 SUKOREJO
20321836,SMAN 1 SINGOROJO
20321971,SMAS MUHAMMADIYAH 2 BOJA
20321972,SMAS MUHAMMADIYAH 4 KENDAL
20321976,SMAS THERESIANA WELERI
20321979,SMAS PGRI 4 BOJA
20321980,SMAS PGRI 1 KENDAL
20321982,SMAS NU 2 SUNAN ABINOWO PEGANDON
20322737,SMAS BHAKTI PRAJA LIMPUNG
20322738,SMAS ISLAM A YANI BATANG
20322741,SMA NEGERI 1 SUBAH
20322743,SMA NEGERI 1 BAWANG
20322747,SMAS NU ALMUNAWIR GRINGSING
20323379,SMA NEGERI 1 DORO
20323550,SMA PGRI 2 KAJEN
20323602,SMA ISLAM WONOPRINGO
20323603,SMA MUHAMMADIYAH 1 PEKAJANGAN
20324210,SMAN 1 BELIK
20324221,SMAS PANGUDI LUHUR SANTO LUKAS PEMALANG
20324304,SMAS PGRI 3 RANDUDONGKAL
20324370,SMAS PGRI 2 COMAL
20324387,SMAS PGRI 1 TAMAN
20324388,SMAS NU TAMAN
20324391,SMAS MUHAMMADIYAH 2 PEMALANG
20324392,SMAS MUHAMMADIYAH 1 PEMALANG
20324393,SMAS HASYIM ASY ARI
20325279,SMAN 3 SLAWI
20325282,SMAS DAARU ULIL AL BAAB WARUREJA
20325283,SMAS BHAKTI PRAJA ADIWERNA
20325296,SMAS MUHAMMADIYAH SURADADI
20325297,SMAN 2 SLAWI
20325301,SMAN 1 MARGASARI
20325302,SMAN 1 KRAMAT
20325305,SMAN 1 BALAPULANG
20325306,SMAS PGRI SLAWI
20325307,SMAS NU SURADADI
20325308,SMAS PENAWAJA ADIWERNA
20325309,SMA NU HASYIM ASY ARI
20325310,SMAS MUHAMMADIYAH TARUB
20326430,SMAN 1 LARANGAN
20326433,SMAN 1 SALEM
20326434,SMAN 1 TANJUNG
20326435,SMAN 1 WANASARI
20326436,SMAN 2 BREBES
20326437,SMAN 3 BREBES
20326460,SMAN 1 KETANGGUNGAN
20326461,SMAN 1 KERSANA
20326484,SMAS WALISONGO KETANGGUNGAN
20326486,SMAN 1 BANJARHARJO
20326489,SMAN 1 BULAKAMBA
20326490,SMAN 1 BUMIAYU
20326499,SMAS BUSTANUL ULUM NU BUMIAYU
20327561,SMAS MUHAMMADIYAH 1 MAGELANG
20327563,SMAN 1 MAGELANG
20327936,SMAS AL MUAYYAD SURAKARTA
20327939,SMAS TUJUH BELAS SURAKARTA
20327962,SMAS KRISTEN 2 SURAKARTA
20327967,SMAN 2 SURAKARTA
20327968,SMAN 3 SURAKARTA
20327969,SMAN 4 SURAKARTA
20327970,SMAN 5 SURAKARTA
20327972,SMAN 7 SURAKARTA
20327973,SMAN 8 SURAKARTA
20327975,SMAS TP 1 SURAKARTA
20327976,SMAS TRI PUSAKA SURAKARTA
20327979,SMAS MTA SURAKARTA
20327980,SMAS MUHAMMADIYAH 1 SURAKARTA
20327982,SMAS MUHAMMADIYAH 3 SURAKARTA
20328396,SMAS KR SATYA WACANA
20328397,SMAS KRISTEN 2 ARGOMULYO
20328398,SMAS KRISTEN 1 SIDOMUKTI
20328447,SMAN 1 SALATIGA
20328867,SMA NEGERI 01
20328872,SMA TUGU SOEHARTO
20328876,SMA SINT LOUIS
20328877,SMA SETIABUDHI
20328878,SMA NEGERI 10
20328892,SMA NEGERI 06
20328893,SMA NEGERI 05
20328896,SMA NEGERI 02
20328898,SMA NEGERI 15
20328911,SMA NEGERI 12
20328913,SMA SEDES SAPIENTIAE
20328914,SMA KRISTA MITRA
20328917,SMA ISLAM SULTAN AGUNG 3
20328920,SMA ISLAM HIDAYATULLAH
20328921,SMA IBU KARTINI
20328922,SMA GITA BAHARI
20328924,SMA AT THOHIRIYYAH
20328925,SMA KRISTEN YSKI
20328933,SMAS NUSAPUTERA
20328934,SMA NUSA BHAKTI
20328938,SMA ADVENT
20328939,SMA NEGERI 09
20329516,SMA Negeri 2 Pekalongan
20329521,SMA Hasyim Asy`ari
20329522,SMA Islam
20329523,SMA Masehi
20329525,SMA Santo Bernardus
20329845,SMAN 3 TEGAL
20329846,SMAN 2 TEGAL
20330033,SMAS KATOLIK BLORA
20330036,SMAS MUJAHIDIN RUNDUBLATUNG
20330037,SMAS MIFTAHUL ULUM NGAWEN
20330113,SMA AL YAQIN
20330277,SMAS PGRI 1 PREMBUN
20330281,SMAN 1 GOMBONG
20330284,SMAN 1 ROWOKELE
20330346,SMAS AL ISLAM 1 SURAKARTA
20330347,SMAS MUHAMMADIYAH 6 SURAKARTA
20330348,SMAS YOSODIPURO SURAKARTA
20331092,SMAS MUHAMMADIYAH 1 WELERI
20331701,SMAS TAKHASSUS AS SAHRO
20331702,SMAS KRISTEN WONOSOBO
20331705,SMAS NU KEJAJAR
20331895,SMA AL ISLAM
20331902,SMAS KEBON DALEM
20331910,SMA NASIONAL
20331912,SMA SEPULUH NOVEMBER
20331914,SMA TEUKU UMAR
20331917,SMA WIDYA MANDALA
20331918,SMA WIDYA WIYATA
20331953,SMAS MUHAMMADIYAH WONOSOBO
20331976,SMAS KRISTEN 1 MAGELANG
20332518,SMA YAPENDA KARANGANYAR
20332522,SMA KRISTEN TERANG BANGSA
20337796,SMAS MUHAMMADIYAH PK SAMBI
20337806,SMA MUHAMMADIYAH 3 GONDANGREJO
20338130,SMAS MUHAMMADIYAH GODONG
20338216,SMAS JENDERAL SUDIRMAN PWT
20338398,SMAS EMPAT LIMA SONGGOM
20338425,SMA NEGERI 1 PATIMUAN
20338802,SMAS ISLAM AL KAHFI SOMALANGU
20339001,SMA BOPKRI 1 PATI
20339002,SMA BOPKRI 3 PATI
20339009,SMA NASIONAL PATI
20339011,SMA PGRI 2 KAYEN
20339018,SMA NEGERI 1 JAKENAN
20339021,SMA NEGERI 1 PATI
20339022,SMA NEGERI 1 TAYU
20339023,SMA NEGERI 2 PATI
20339024,SMA NEGERI 3 PATI
20339055,SMA MUHAMMADIYAH 2 SUKOLILO
20340665,SMAS ISLAMIC CENTRE DEMAK
20340947,SMAS PELITA NUSANTARA KASIH
20340959,SMAS AL MUAWANAH
20341009,SMAS NU 5 BRANGSONG
20341281,SMAS MIFTAHUS SA ADAH
20341554,SMAS IT NURHIDAYAH
20341603,SMAS AL IRSYAD AL ISLAMIYYAH
20353753,SMA HIDAYATUL MUSTAFIDIN
20353956,SMAS AL FIRDAUS
20354028,SMAN 1 SRAGEN
20356178,SMAN 1 PADAMARA
20358250,SMA HARAPAN BANGSA KALORAN
20400378,SMA NEGERI 1 KRETEK
20400381,SMA NEGERI 2 BANTUL
20400405,SMA NEGERI 1 BANTUL
20402052,SMA PEMBANGUNAN 2 KARANGMOJO
20402054,SMA PEMBANGUNAN 3 PONJONG
20402127,SMAN 2 PLAYEN
20402794,SMA NEGERI 1 WATES
20402797,SMA BOPKRI WATES
20402798,SMA MAARIF WATES
20402800,SMA MUHAMMADIYAH WATES
20402801,SMA MUHAMMADIYAH AL MANAR GALUR
20402804,SMA SANJAYA XIV NANGGULAN
20402808,SMA NEGERI 1 KOKAP
20403140,SMAS PERAK
20403145,SMAS STELLA DUCE 1
20403151,SMAS BUDYA WACANA
20403171,SMAN 6 YOGYAKARTA
20403175,SMAN 10 YOGYAKARTA
20403176,SMAN 11 YOGYAKARTA
20403177,SMAN 2 YOGYAKARTA
20403179,SMAN 4 YOGYAKARTA
20404171,SMAS IT ABU BAKAR
20404177,SMAS SANTO THOMAS
20500450,SMAS SUNAN GIRI
20500457,SMAS NU 3
20500466,SMAS YPI DARUSSALAM
20500473,SMAN 1 WRINGINANOM
20500476,SMAN 1 MENGANTI
20500558,SMAS MAARIF NU BENJENG
20500633,SMAS KANJENG SEPUH
20500653,SMAS ISLAM DUDUK SAMPEYAN
20500654,SMAS HIDAYATUS SALAM
20500655,SMAS DARUL ULUM DRIYOREJO
20500659,SMAS ASSAADAH BUNGAH
20500661,SMAS AL AZHAR MENGANTI
20500662,SMAS AL MUNIROH
20500663,SMAS ALKARIMI
20501698,SMAN 1 WONOAYU
20501703,SMAN 1 WARU
20501704,SMAN 1 TARIK
20501784,SMAN 1 KRIAN
20501846,SMAN 1 KREMBUNG
20501862,SMAN 1 GEDANGAN
20501869,SMAS R RAHMAT
20501870,SMAS PUTRA BANGSA
20502669,SMAS 45 PACET
20502699,SMAN 1 BANGSAL
20502720,SMAN 1 DAWARBLANDONG
20502724,SMAN 1 MOJOSARI
20502725,SMAN 1 NGORO
20502726,SMAN 1 PURI
20503407,SMA NEGERI NGORO
20503410,SMA NEGERI KABUH
20503411,SMA NEGERI BARENG
20503413,SMA NEGERI 3 JOMBANG
20503414,SMA NEGERI 2 JOMBANG
20503415,SMA NEGERI 1 JOMBANG
20503621,SMA MUHAMMADIYAH 2 MOJOAGUNG
20503626,SMA ISLAM MOJOPAHIT
20503628,SMA DARUL ULUM TAPEN
20503631,SMA ABI HUROIROH
20503862,SMA MISYKAT AL ANWAR
20504477,SMAN 1 NGRAHO
20504478,SMAN 2 BOJONEGORO
20504479,SMAN 3 BOJONEGORO
20504487,SMAN 1 PADANGAN
20504496,SMAS MUHAMMADIYAH 1 BOJONEGORO
20504500,SMAN 1 BOJONEGORO
20505007,SMAN 3 TUBAN
20505014,SMAN 1 PARENGAN
20505056,SMAS KATOLIK SANTO YUSUF TUBAN
20506291,SMAN 1 PACIRAN
20506295,SMAS MAARIF NU NURUL HUDA PUCUK
20506335,SMAS NUSANTARA 2 BRONDONG
20507726,SMAN 1 GEGER
20507730,SMAN 1 SARADAN
20507731,SMAN PILANGKENCENG
20507733,SMAN 1 MEJAYAN
20507734,SMAN 1 JIWAN
20508472,SMAN 1 JOGOROGO
20508473,SMAS PGRI 1 NGAWI
20508481,SMAN 1 NGRAMBE
20508482,SMAN 1 SINE
20509317,SMAN 1 MAOSPATI
20509320,SMAN 1 KARAS
20510136,SMAS PGRI 1 PONOROGO
20510140,SMAS MERDEKA PONOROGO
20510145,SMAN 1 JENANGAN
20510147,SMAN 2 PONOROGO
20510154,SMAN 1 NGRAYUN
20510156,SMAN 1 JETIS
20511003,SMAN TULAKAN
20511005,SMAN PUNUNG
20511011,SMAN 1 PACITAN
20511860,SMAS KADIRI KRAS
20511953,SMAN 1 PARE
20514344,SMAN 1 TALUN
20514351,SMAN 1 GARUM
20514353,SMAS PGRI TALUN
20514393,SMAS I HASANUDIN KESAMBEN
20515428,SMAN 1 PAKEL
20515432,SMAN 1 KALIDAWIR
20515468,SMAS PGRI 5 TULUNGAGUNG
20515470,SMAS PGRI 1 TULUNGAGUNG
20517728,SMAN 1 BANTUR
20517729,SMAN 1 GONDANGLEGI
20517730,SMAN 1 KEPANJEN
20517732,SMAN 1 PAGAK
20517733,SMAN 1 SINGOSARI
20517734,SMAN 1 SUMBERMANJING
20517736,SMAN 1 TUMPANG
20517737,SMAN 1 TUREN
20517739,SMAN 1 LAWANG
20517799,SMAS A YANI SUMBERPUCUNG
20517814,SMAS ISLAM AL-HIKMAH BULULAWANG
20517817,SMAS NAHDLATUL ULAMA PAKIS
20517822,SMAS PGRI LAWANG
20517832,SMAS ISLAM AL IKHLASH KASEMBON
20517836,SMAS ISLAM KARANGPLOSO
20517843,SMAS MAHAPUTRA AMPELGADING
20519283,SMAS PGRI SUKOREJO
20519286,SMAS MUHAMMADIYAH 2 BANGIL
20519288,SMAS MA ARIF PANDAAN
20519291,SMAS YAYASAN PANDAAN
20519292,SMAS KRISTEN BAITHANI TOSARI
20519298,SMAN 1 PURWOSARI
20519300,SMAN 1 KEJAYAN
20519303,SMAN 1 BANGIL
20519305,SMAS KR BAITHANI TUTUR
20519321,SMAS ISLAM YAKIN TUTUR
20519324,SMAS CANDRA WIDYA PANDAAN
20519328,SMAS AL - MA HADUL ISLAMI BEJI
20519330,SMAS ADVENT PURWODADI
20519331,SMAS 45 PURWODADI
20520027,SMAS UNGGULAN HAF-SA Z H
20520805,SMAS ISLAM LUMAJANG
20520815,SMAS JENDERAL SUDIRMAN LUMAJANG
20520816,SMAS KRISTEN YBPK TEMPURSARI
20520822,SMAS KRISTEN MGR S LUMAJANG
20521445,SMAN KLAKAH
20521457,SMAN 1 KUNIR
20521459,SMAN 1 PRONOJIWO
20521714,SMAN 1 PRAJEKAN
20523794,SMAS KRISTEN ADHIWIYATA
20523797,SMAS MUHAMMADIYAH 1 RAMBIPUJI
20523802,SMAS PANCASILA AMBULU
20523804,SMAS PGRI KENCONG
20523806,SMAS K SATYA CENDIKA
20523812,SMAS AL FALAH SILO
20523814,SMAS BAITUL ARQOM
20523816,SMAS DIPONEGORO PANTI
20523818,SMAS ISLAM MAYANG
20523820,SMAS PLUS AL HASAN PANTI
20523826,SMAN 4 JEMBER
20523830,SMAN UMBULSARI
20523835,SMAN BALUNG
20523838,SMAS SATYA DHARMA
20523839,SMAS SULTAN AGUNG PUGER
20523841,SMAS WIYATA MANDALA
20523844,SMAN 1 JEMBER
20523845,SMAN 1 KENCONG
20523846,SMAN MUMBULSARI
20525600,SMAN 2 GENTENG
20525601,SMAN DARUSSHOLAH SINGOJURUH
20525832,SMAS DARUSSALAM
20525835,SMAS MUHAMMADIYAH 1 BANYUWANGI
20525851,SMAS PGRI 10 GLENMORE
20525854,SMAN 1 GENTENG
20525855,SMAN 1 GIRI
20525856,SMAN 1 GLAGAH
20525858,SMAN 1 MUNCAR
20525863,SMAN 1 BANYUWANGI
20525868,SMAS TAMAN SISWA GENTENG
20525872,SMAN 1 BANGOREJO
20525873,SMAN SRONO
20527230,SMAS WACHID HASYIM
20527231,SMAN 1 PADEMAWU
20527232,SMAN 1 PAKONG
20527233,SMAN 1 PAMEKASAN
20527237,SMAN 3 PAMEKASAN
20527251,SMAN 5 PAMEKASAN
20528647,SMAS ISLAM ASSIROJIYAH
20528659,SMAN 3 SAMPANG
20528661,SMAN 1 TORJUN
20528662,SMAN 1 SAMPANG
20528663,SMAN 1 KEDUNGDUNG
20529962,SMAN 1 SAPEKEN
20529963,SMAN 1 MASALEMBU
20529968,SMAN 1 ARJASA
20529969,SMAN 1 BLUTO
20529971,SMAN 1 GAYAM
20531146,SMAN 1 BANGKALAN
20531150,SMAS SAIDIYAH
20531151,SMAS PGRI 2 BANGKALAN
20531186,SMAN 1 KWANYAR
20531227,SMAN 3 BANGKALAN
20531228,SMAN 2 BANGKALAN
20532087,SMAS SANTA MARIA
20532088,SMAS KATOLIK ST CAROLUS
20532092,SMAS SASANA BHAKTI
20532094,SMAS SEJAHTERA 1 SURABAYA
20532107,SMAS SHAFTA SURABAYA
20532117,SMAS TRISILA
20532124,SMAS TARUNA SURABAYA
20532125,SMAS TAMIRIYAH SURABAYA
20532127,SMAS TRI KARYA SURABAYA
20532136,SMAS KRISTEN PETRA 2 SURABAYA
20532138,SMAS KATOLIK SANTA AGNES
20532141,SMAS KHADIJAH
20532146,SMAS KATOLIK STELLA MARIS
20532147,SMAS KAWUNG 1 SURABAYA
20532148,SMAS KAWUNG 2 SURABAYA
20532150,SMAS KEMALA BHAYANGKARI 2
20532152,SMAS KRISTEN YBPK
20532162,SMAS MUHAMMADIYAH 3 SURABAYA
20532164,SMAS KUSUMA NEGARA
20532216,SMAS YPPI 2 SURABAYA
20532231,SMAN 20 SURABAYA
20532232,SMAN 21 SURABAYA
20532244,SMAN 11 SURABAYA
20532245,SMAN 12 SURABAYA
20532246,SMAN 13 SURABAYA
20532247,SMAN 4 SURABAYA
20532248,SMAN 5 SURABAYA
20532261,SMAN 7 SURABAYA
20532366,SMAS AL IRSYAD
20532380,SMAS ANAJIYAH
20532384,SMAS ATTARBIYAH
20532394,SMAS KARTIKA IV-3 SURABAYA
20532404,SMAS GIKI 3 SURABAYA
20533611,SMAS KRISTEN SETYA BUDI
20533612,SMAS KRISTEN PETRA
20533627,SMAS DARUL ULUM AGUNG
20533630,SMAS ISLAM
20533638,SMAS KATOLIK COR YESU
20533652,SMAN 6
20533661,SMAN 10
20533664,SMAN 2
20533667,SMAN 4
20534119,SMAN 6 MADIUN
20534305,SMAS ISLAM YPA
20534307,SMAS BRAWIJAYA KEDIRI
20534388,SMAN 2 KEDIRI
20535474,UPT SMA NEGERI 4 PASURUAN
20535475,UPT SMA NEGERI 3 PASURUAN
20536280,SMAS SUNAN GIRI PROBOLINGGO
20536282,SMAS ISLAM PROBOLINGGO
20536817,SMAN 1 BATU
20537013,SMAS NUSANTARA BUNGAH
20537288,SMAN 1 KARANGREJO
20538326,SMAN 2 NGANJUK
20538327,SMAN 3 NGANJUK
20539029,SMAN 1 SOKO
20539237,SMAS KR PIRNGADI
20539244,SMAS YAPITA
20539254,SMAS HIDAYATUL UMMAH
20539276,SMAN 1 KWADUNGAN
20539852,SMAS AN NUR TEMPEH
20540045,SMAS AL FATAH
20540057,SMAS ISLAM PERLAUNGAN
20540058,SMAS KEMALA BHAYANGKARI 3
20540065,SMAS PERSATUAN TULANGAN
20540069,SMAS TPI GEDANGAN
20540072,SMAS WACHID HASYIM 2
20540074,SMAS WACHID HASYIM 4
20540165,SMAS AL HIKMAH MUNCAR
20540166,SMAS BHAKTI NEGARA
20540291,SMA BAHRUL ULUM TAMBAK BERAS
20540293,SMA DARUL ULUM 3 PETERONGAN
20540300,SMA PGRI PETERONGAN
20540375,SMAS KYAI AGENG BASYARIYAH
20541218,SMAS ISLAM KLEPEK
20541224,SMAS MUHAMMADIYAH 2 SUMBERREJO
20541228,SMAN 1 BAURENO
20541242,SMAN 1 SUMBERREJO
20541243,SMAN 1 TAMBAKREJO
20541249,SMAS PGRI NGAMBON
20541254,SMAS TARUNA BHAKTI GONDANG
20542494,SMAS MUHAMMADIYAH 2 WATULIMO
20542501,SMAN 1 TUGU
20542505,SMA NEGERI 1 BENDUNGAN
20542507,SMAN 1 PANGGUL
20542534,SMAS AL - AZIS BANGIL
20546518,SMAS ISLAM MAMBAUL ULUM
20546525,SMAS ISLAM RADEN FATAH
20546526,SMAS ISLAM SIROJUL UMMAH
20546529,SMA TARUNA DRA. ZULAEHA
20546530,SMAS TUNAS LUHUR
20546534,SMAN 1 SUKAPURA
20546976,SMAN WIDANG
20546978,SMAN 1 KEREK
20547806,SMAS BUSTANUL ULUM RANUYOSO
20547807,SMAS ULUL ALBAB CANDIPURO
20548655,SMAN 1 TIRIS
20548722,SMAS MAARIF MAMBAUL ULUM PUCUK
20549069,SMAS JAWAAHIRUL HIKMAH
20549256,SMAS BUSTANUS SYUBBAN
20549258,SMAS DARUSSYAHID
20549360,SMAS NURUL HUDA PORONG
20549387,SMAS DARUL ROHMAH LAREN
20549429,SMAS MAARIF NU AL IKHLAS AL MUHDOR YOSO
20549446,SMAS MUHAMMADIYAH 4 BALONG
20549465,SMAN 1 BULULAWANG
20549614,SMAS DARUL MUSTOFA
20549624,SMAS NATIONAL IMMERSION SENIOR HIGH
20549767,SMAS AL BAKRIYAH
20551745,SMAS MANDIRI KADEMANGAN
20551880,SMA SUNAN AMPEL
20551884,SMAS SABILUL HUDA
20551885,SMAS ISLAM DARUNNAJAH
20551891,SMAS MUHAMMADIYAH 3 ARJASA
20551897,SMAS AL IFTITAHIYAH
20551898,SMAS TARBIYATUS SHIBYAN
20551903,SMAS IBNU SHOLEH
20552452,SMAS TRI BAKTI WONOREJO
20554194,SMAS ASSULTHONIYAH
20554380,SMAS ROUDLOTUL MUSTHOFA
20554825,SMAS AL AZIZ
20555093,SMAS MISBAHUL ULUM JELBUK
20558929,SMAS CENDEKIA
20562214,SMAS ISLAM ZAINUL HIKAM
20564058,SMAS AL MIFTAH SUMBERBARU
20564432,SMA ISLAM ANWARUL HIDAYAH
20565902,SMAS NURUL HARAMAIN
20566152,SMAS ASSYABROWIYAH
20566350,SMAN 1 SENORI
20566557,SMAS SABILUL IHSAN
20568411,SMAS DZANNURAIN
20569026,SMAS ISLAM MIFTHAHUL HUDA SENDANGREJO
20570238,SMAS ASSHOMADIYAH
20570413,SMAN 1 TOSARI
20571842,SMAS NURUL HIDAYAH
20573137,SMAS NURUSSHALEH
20573214,SMAN 1 BUBULAN
20573482,SMAS MANBAIL HUDA JENU
20574581,SMAN MODEL TERPADU
20574736,SMAS AL MASHURIYAH
20575415,SMAS ISLAM ULUL ALBAB
20575417,SMAS SA ADAH NIZHAMUL ISLAM
20575437,SMAS KRISTEN DIAN SAKTI
20577343,SMAS AR-ROHMAH PUTRI BOARDING SCHOOL DAU
20577514,SMAS PGRI SENDANG
20577740,SMAS ISLAM NU MALO
20577790,SMAS KHAIRUL ULUM
20579307,SMAS AR-RAUDHAH
20579334,SMAS AL-KHOZINY
20579488,SMAS AL MIFTAH
20579489,SMAS DARUL FALAH
20583918,SMAS PUTERA BANGSA
20583919,SMAS AL - AZHAR
20600434,SMAN 17 PANDEGLANG
20600437,SMAS PGRI PANDEGLANG
20600443,SMAS BIDAYATUL HIDAYAH
20600462,SMAN 8 PANDEGLANG
20600464,SMAN 6 PANDEGLANG
20600465,SMAN 5 PANDEGLANG
20600468,SMAN 2 PANDEGLANG
20600469,SMAN 14 PANDEGLANG
20600471,SMAN 12 PANDEGLANG
20600513,SMAS MUHAMMADIYAH LABUAN
20603160,SMAS BETHEL
20603165,SMAS DAARUL ARCHAM RAJEG
20603166,SMAS DAARUL MUJTAHIDIN
20603171,SMAS AL HUSNA CURUG
20603181,SMAS 1926
20603183,SMAS AL ISTIQOMAH
20603184,SMAS AL JUMHURIYAH
20603269,SMAN 6 KABUPATEN TANGERANG
20603312,SMAN 5 KOTA TANGERANG SELATAN
20603313,SMAS DHARMA KARYA UT
20603316,SMAS MUHAMMADIYAH 25 PAMULANG
20603321,SMAS PARADIGMA
20603323,SMAS PGRI 56 CIPUTAT
20603324,SMAS PGRI 58 TIGA RAKSA
20603326,SMAS PGRI 095 PASAR KEMIS
20603327,SMAS MATHLAUL ANWAR
20603340,SMAS DWI PUTRA
20603341,SMAS ISLAM AL-FALAH KRESEK
20603343,SMAS ISLAM GINTUNG MAUK
