"npsn","naungan","npyp","link"
"20265547","Yayasan Pendidikan Widya Dirgantara","AD7843","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=302C3FC8-6849-4459-A32A-F5E18CF69E7A"
"20265548","Yayasan Pembina Farmasi","AJ8324","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A6FFC245-4F8B-4D20-8196-7224AFCAEF33"
"20265549","Yayasan Pendidikan dan Kebudayaan Karya Pembangunan","AD6723","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A6E39B12-2B15-4107-9CBE-0AD1BEF2D086"
"20265663","YAYASAN LEMBAGA PENDIDIKAN IBAADURRAHMAN","AI2436","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=17B9A5A1-EB93-4FF9-9EE4-4CB89B2F8C2D"
"20267643","YAYASAN PENDIDIKAN DAN KESEJAHTERAAN BINA ESSA","AG5997","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=90380F80-5FDE-473F-A6D4-B9E90D16833E"
"20267644","YAYASAN PENDIDIKAN DAN SOSIAL BINA WISATA","AG6039","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B6B63F24-C358-4F85-9859-8466F207762C"
"20267645","Yayasan ATIKAN BUDI RAKSA","AI2389","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7175D08F-57F0-4195-A51D-21E702CBB129"
"20267646","Yayasan Lembaga Pendidikan dan Pengetahuan Masyarakat Republik Indonesia","AL3984","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5E76EA39-AB06-40BA-9CFF-0274C0A1B31F"
"20267647","YAYASAN PENDIDIKAN MITRADHARMA","AM8963","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=AB497BCD-5A43-4DD1-B65B-10E838C33EAC"
"20267648","Yayasan Perwakilan YPLP PGRI Provinsi Jawa Barat","AA1655","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=0E1FBCF2-734F-46F3-9C16-1E051AD9E91E"
"20267649","Yayasan Krida Utama Plus Padalarang","AA4732","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D6046E19-3028-4BAA-AC17-F7E40FF16892"
"20267650","","-",""
"20267664","Yayasan PESAT BIRRUL WALIDAIN","AD7103","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=834D3712-B5AE-4CAD-BC62-84CE1A20AD1A"
"20267731","YAYASAN PENDIDIKAN BINA BANGSA","AI0683","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9558C60C-CFF5-4355-82CC-371131DC547B"
"20267749","Yayasan Al-Mudashir Cadas Ngampar","AW9884","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=EE54DAD3-EFBA-4459-86C8-E311C41F7F29"
"20267756","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Barat","AO5349","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=ED70D9A9-79E9-4C61-9F2F-CEE14F125F20"
"20267760","YAYASAN SINTUA LEVI","AW8611","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=78441B47-6E3F-42EF-86AB-7D9ECA5A3738"
"20267761","YAYASAN KHAIRA UMMAH INDONESIA MANDIRI","AL3240","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=0BBF6890-0291-4478-9DED-BBF0BCB4BCCC"
"20267917","Yayasan Global Insani","AD6322","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=385E834C-8ADB-4C3C-B2C6-3A326434E2A9"
"20267919","Yayasan Pendidikan Dasar dan Menengah Bakti Nusantara 666","AW9210","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2BD4195C-B0C8-4F26-A972-2E7B45450F63"
"20267922","Yayasan YPI AL-IBROHIMIYAH SALAJAMBE","AA1941","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=23CEB37A-36A1-4F54-87D4-E2600A2D4AB2"
"20267923","Yayasan Bina Prestasi  Nasional","AI1714","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=27ECFEFF-D1AC-456B-8E10-E8EB3C3A6A5F"
"20267932","Yayasan Pendidikan Islam Al - Kautsar","AG4395","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C1772465-BCBB-42B9-9B6F-DEF5714D807B"
"20267933","Yayasan Pesantren Madaniah","AX0310","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=173A3FB0-4FA5-4A83-84A4-D3CB7EFE2B68"
"20267937","Yayasan AL IKHLAS 09","AD5909","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=EE8AA822-43B6-4A5B-94D4-A0641E4506B4"
"20267942","Yayasan Thawalib Depok","AG6652","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9BF0128E-A11D-444B-8762-9DDCE0C78A79"
"20267945","Yayasan As-sidik","AM7955","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B88E2BE6-BCCA-45AF-AA05-D7018FD417E9"
"20267946","Yayasan Al-Ikhwan Hajjah Djuhaenah","AD5112","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E079A7DB-5150-48E3-A08E-38F6C1EF2DFE"
"20268015","Yayasan AFSAR","AL2873","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6A47DF62-6F04-48CD-B83A-1EAB6E71E1E2"
"20268016","YAYASAN AL-MUAWANAH TASIKMALAYA","AD4560","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5564D0F4-A353-40F7-B128-61F7376B1BDB"
"20268017","YAYASAN DANA HAUR MURSID","AX1227","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4BAFC0BE-F707-4AE3-9130-6D63FB6357AC"
"20268018","Yayasan Al-Muqowamah","AA3089","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CB926FB2-A351-40CD-8BE3-C954C8FC3CE3"
"20268061","Yayasan PONDOK PESANTREN CIPASUNG","AA3071","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A64A787F-2663-43EF-BAED-427104DF1FFC"
"20268062","Yayasan Pendidikan Kesehatan Cipakat","AA3065","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A48AAE0B-0079-440D-8446-0203EE4A04A7"
"20268063","YAYASAN MIFTAHUNNAJAH CIKADU LINGGASIRNA","AJ7243","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DBFB6E10-5F77-4604-9D4F-625AA71A43BA"
"20268064","Yayasan Daarul Aitam As-Sa'adah","AA3183","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=89AD4FB7-87D8-4F77-AE87-CAFE892DB020"
"20268066","Yayasan Nurul Ilmi Tasikmalaya","AN8457","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B3A443ED-0F06-4F38-985C-7A39E52A4B0B"
"20268067","Yayasan HS. BUDIMAN 45","AA3152","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=75F9B6C9-5487-47E6-BD98-2DA86F8CEE4B"
"20268068","","",""
"20268183","Yayasan Mekarwangi","AI1798","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D5F18E4C-19BC-4297-B028-4EE76D432F32"
"20268195","Yayasan Pendidikan Wirasaba","AD6130","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2D8F9568-A370-449E-BB89-3B85070605FF"
"20268197","Yayasan AL-MUBAROKATUSSA'ADILLAH","AI0794","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=174987C4-2C3B-4BFF-AEE1-5C66C274C8E8"
"20268198","Yayasan Pendidikan Assubandiyah Citarik","AD2984","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=EA343503-73F2-41CC-BD92-D938F8CFFC83"
"20268204","Yayasan Al-Hasyimiyah","AG4484","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2DD72657-8C67-45BA-9DBB-69190480BB14"
"20268219","Yayasan Haji Noor Hasyim","AL2151","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=0FA2B948-5C97-11E3-8C62-2BAA4E8FD42A"
"20268220","Yayasan H. Noor Hasyim","AM7712","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=795B6B17-F37A-4CD5-9D69-859BF0E7E3F8"
"20268221","YAYASAN PENDIDIKAN KARYA NASIONAL","AA3396","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7110CCB2-ED94-4D5E-BD97-7F38C044678D"
"20268241","Yayasan PONDOK PESANTREN AL-FIQORIYAH","AL2156","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=753939AB-41DF-40AA-95A0-A32943E6860E"
"20268242","YAYASAN PUSAT STUDI PENGEMBANGAN ISLAM AMALIYAH INDONESIA","AN8012","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B745B22F-832E-4DB8-9B32-7A991E530DC0"
"20268251","Yayasan Stella Maris Utama","AN9127","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BE859566-C7DC-4D24-B70C-D790DABCEF01"
"20268252","Yayasan AL-IKHLAS BINA INSANI","AJ6571","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=93D32EAE-6EF3-46F9-910B-86189AD8F18D"
"20268268","Yayasan NURUL HUDA","AI1685","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=96CC529B-8643-42EB-BF3C-07916E275821"
"20268272","Yayasan Shamar","AA4111","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DC798501-61E3-472C-B388-708D5566F846"
"20268291","Yayasan Pembina Pendidikan Karya Pembangunan (YPPKP) Bandung","AJ6905","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=945C81A8-5346-42C2-807D-106B714177AE"
"20268292","Yayasan AL-FALAH","AJ8183","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=80E940D0-67E2-4B35-8165-6476BC273BB1"
"20268293","Yayasan YPI AL-IHSAN","AD6571","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9D970738-A9AB-49C1-AB41-8B1D873F5152"
"20268294","Yayasan Universitas Bandung Barat","AA4797","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A009B804-590C-4CAD-9E31-804EA6672D88"
"20268296","Yayasan PONDOK PESANTREN DAN PENDIDIKAN ISLAM AL MUBAROK","AD6526","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=57EF2FDF-402C-4EE6-B894-FFAE9FE8CB85"
"20268297","YAYASAN MANAARUL HUDA","AA4672","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=60C7198D-22C2-4FA4-AC82-724C5C69FBB8"
"20268298","","",""
"20268303","YAYASAN PENDIDIKAN ISLAM INDONESIA CILILIN","AM8948","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=043E588C-3AD2-11E3-B544-330048B5307E"
"20268304","Yayasan ASY-SYIFA CIMANGGIS","AJ8773","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DEE9E55E-CB16-4AF7-B56E-C82DD13188C3"
"20268314","Yayasan GANESA PUTRA PRATAMA","AA1834","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=53BDF4CA-9BE8-4922-AA68-167183F65964"
"20268366","Yayasan Pendidikan Al Amien","AD3462","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A9CC896A-4552-4C01-9E5D-B870FA62E829"
"20268414","Yayasan PONDOK PESANTREN AL-FATMAH","AA1890","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1BA9E1A5-AC8D-49F4-97E9-CE694ED0D23C"
"20268419","Yayasan Perjuangan Kholifah Masa Depan","AJ8712","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=37F6BE8E-92EE-11E3-B2D8-2FF5FF5C6AF2"
"20268425","Yayasan Al Qudsiyah","AL2281","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D60A3C28-88F2-11E3-AD92-3BCE5F9522A3"
"20268426","YAYASAN TIGA PILAR BOGOR","AG4235","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=26798FE8-7224-4B09-9032-715A24491783"
"20268432","Yayasan Pendidikan Islam Taufiqurrahman","AD7686","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=10D47C7A-41F3-11E3-8C80-4F6A5EBE77D8"
"20268437","Yayasan PURWA BHAKTI","AN7979","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4C1C4FEB-8E0D-49A3-9AD0-7F15DFE63AFF"
"20268443","Yayasan Perwakilan YPLP PGRI Provinsi Jawa Barat","AA1655","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=0E1FBCF2-734F-46F3-9C16-1E051AD9E91E"
"20268466","YAYASAN PENDIDIKAN KUSUMA BANGSA","AL1942","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3C9936B0-2231-43F1-A607-1522A228C123"
"20268467","Yayasan Ihya As Sunnah","AD7907","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=27782CCF-744E-4C98-8055-9850272A3AA6"
"20268485","Yayasan YPI AN_NUR","AG4239","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DBFAB1B6-7E90-4C7C-862E-8F73616F26F9"
"20268497","Yayasan YPK KARYA BUDI","AD3979","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=67C700A4-87BA-11E3-B43F-07E93F0E5B88"
"20268501","Yayasan YPI Sirojul Awam","AA2001","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=03B19391-F5E6-448E-A57F-1183930A356E"
"20268503","YAYASAN ASYSYUKUR","AL2022","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D000B144-242B-11E3-80E6-77CD9FA3CB66"
"20268508","Yayasan HJ. EMI MUSTAFA AZZAHRA","AJ7615","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=349D2F64-9B6E-4C50-9AFD-93C279D3CA84"
"20268522","Yayasan ASSALAM","AA4438","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5951079C-05ED-41C9-8554-D3F705374302"
"20268526","","",""
"20268527","YAYASAN PENGABDIAN UMAT ISLAM","AX1077","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D2DD581F-40F5-4E97-B6F2-64BC1B83DC5C"
"20268528","Yayasan Perwakilan YPLP PGRI Kota Depok","AL4299","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F773774D-81FC-4103-970A-565DCA77291A"
"20268529","Yayasan YPDM Pasundan Bandung","AA4902","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=89AEDDEE-8261-11E3-B8AF-CFAC9E4B322E"
"20268562","","-",""
"20268566","Yayasan ASSALAFIYYAH DARURROHMAH","AG5440","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6CE12551-576F-4101-B8C8-1413400B81C4"
"20268569","YAYASAN ASY-SYAFI'IYYAH","AD5421","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=0B3C7000-2004-4630-ABA5-0A396359E566"
"20268572","Yayasan Pondok Pesantren Darul Ulum","AD5377","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C0423C66-6885-46B7-99E6-D52B5AEA4E8F"
"20268573","YAYASAN PERGURUAN ISLAM HABIB KELING","AD5451","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9070E3C4-8311-4C8F-8104-EA6DB6547823"
"20268574","Yayasan Pendidikan dan Pengembangan Islam Amin Mubarok-Mahmudah Anas","AD5364","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8D4B9B3B-7F4B-4B65-8AEE-48265CC15689"
"20268575","Yayasan THOYBATUL MAARIF","AD5410","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8BB02594-DD2D-11E4-975C-AFAFC83DA9B7"
"20268578","YAYASAN CENDIKIA CIPTA UTAMA RANCAKALONG","AW7774","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5BD2D22F-5FFF-4FBA-A90C-4B49E78BF38B"
"20268580","Yayasan Nusa Indah Depok","AJ8735","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C9D563A2-F567-4AF9-A530-301B521ED898"
"20268585","Yayasan Pendidikan Islam Patih Semi","AI1633","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BCD9B083-1791-4F1E-98FC-38CCD6DA5D2A"
"20268595","Yayasan Pendidikan dan Sosisal Setia Budhi Cimanggung","AM8020","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B9B9096A-430C-474F-9704-F66A9E4C0CD0"
"20268626","Yayasan YPDM Pasundan Bandung","AA4902","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=89AEDDEE-8261-11E3-B8AF-CFAC9E4B322E"
"20268712","YAYASAN BUDI PERTIWI","AD5842","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=969A43F1-8A50-447A-81A5-1E26C81F7650"
"20268713","Yayasan YPDM Pasundan Bandung","AA4902","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=89AEDDEE-8261-11E3-B8AF-CFAC9E4B322E"
"20268735","Yayasan manabi'ul uluum","AD7581","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1C260064-A9BB-4AAD-836B-073FCC705534"
"20268738","Yayasan ANNURALIYYAH","AG4126","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7DEDB082-F93A-425F-9D0A-C5C53670A709"
"20268740","Yayasan PUTRA ASIH MALIDA","AM9285","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B28C572A-3A34-4E13-A30D-2BAA382F3B0F"
"20268742","Yayasan Bina Administrasi Indonesia","AA4562","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=43785C8C-4D9E-4F7A-8846-3D5AFC0780EC"
"20268745","YAYASAN PENDIDIKAN PURWAKARTA","AM8715","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=06728EE6-8A22-4EFB-80AB-A46D6DFAD773"
"20268752","","-",""
"20268755","Yayasan Pendidikan Islam terpadu Al -Ma`mun","AJ8816","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CBE27597-68D4-4EEC-B3BA-27A14DE37DAE"
"20268762","Yayasan Al-Ma'rufi Cibeuti","AW8787","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B1A51802-C546-40BA-B950-4F0546B6A14B"
"20268764","Yayasan NIDA AL KHOIROT","AD7503","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A1C2CEB2-882E-4055-A006-BA2557DABF8E"
"20268778","YAYASAN PELITA AL-IKHSAN (YPAI)","AD4089","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=43D1E734-F232-40BA-8461-5E0601AF933B"
"20268787","Yayasan MITRAMAS AL-MADANI","AN8164","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BD636365-BE54-4491-81B9-0372C5D7DB11"
"20268788","Yayasan Pendidikan Nur Al - Qolbi","AN8110","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C77C9049-838B-4B88-8739-93446ECA2064"
"20268791","YAYASAN ABDI KARYA","AJ6083","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E884160A-4D18-11E3-956A-83D34072D276"
"20268808","Yayasan AL-MUJAHID","AM9438","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2675C392-7020-4069-8F8C-51A6A3D5DFE1"
"20268809","YAYASAN BINA UMMAT SEJAHTERA SEMESTA","AJ8720","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=806CB0BA-7F18-4682-A02A-292FE61C1EC2"
"20268810","Yayasan Bina Humanika Utama","AN8046","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5D9E54E3-B47D-4B2C-8644-45D18A8AA57B"
"20268812","YAYASAN SYARIF HIDAYATULLOH PUTRA","AX9349","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7339882C-36B0-4B01-B543-AB637E24A1E4"
"20268813","Yayasan Bustanul Ulum Kiyai Haji Buchori","AM9458","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5001906A-A9E7-11E4-9C3C-339EBF675A7A"
"20268817","Yayasan YPI Al Ihyaul Irsyad","AD3365","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=709B3911-19DE-4034-A326-89AF80FA568D"
"20268821","YAYASAN ATTAQWA CABANG I PEJUANG","AD7470","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D8E0770A-F87A-47C1-8E53-115D5BCBA17F"
"20268832","Yayasan Gery Thama","AL2153","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=465C7DEB-7F1D-462F-908E-4C01EDEFDF73"
"20268834","Yayasan Pesantren Maruyung An-Nur","AA2090","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CD7FDFC3-E27A-4930-8C9F-843C6CFFA60B"
"20268835","Yayasan ADHI GUNA KENCANA","AI2287","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A05F10DB-5978-4D75-B508-09AB057C253D"
"20268843","Yayasan AL-FALAH CITOE","AL2864","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=439E3729-6E91-479F-B5CF-09A509DED9C6"
"20268845","Yayasan  MIFTAHUL ULUM ","AA3155","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9A04AF2E-9572-11E3-97BF-37A1974D030E"
"20268846","Yayasan Al-Huda Bojonggambir","AN8524","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E852F91A-8889-4CF3-8755-A37FCE35077D"
"20268847","Yayasan Riyadul Hikmah","AD4601","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4DD55F29-B0B9-43CF-9286-6E6F31EB4117"
"20268852","Yayasan Islam Ar-Rahimiyah PM As-Sakienah","AM8539","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D7273D98-D6E0-4612-AD3E-E2C895DC8920"
"20268853","Yayasan NURUL MARDHIYAH","AG5479","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=140D5C78-86B5-4B54-AAD5-0ED09035C4D1"
"20268860","YAYASAN ABDI KARYA","AJ6083","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E884160A-4D18-11E3-956A-83D34072D276"
"20268875","YAYASAN PENDIDIKAN AL-HIKMAH","AJ6589","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A0AA7D82-6043-4F5C-8477-72498A1595F2"
"20268893","Yayasan Karya Bahana Mandiri","AW8117","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C44A9AF9-A28D-48ED-9C6E-41C2DE58DD00"
"20268896","Yayasan Pendidikan Global","AL4202","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C63906B1-EF4C-4AD2-AC0B-AC1015DD811E"
"20268924","YAYASAN PETANI PASUNDAN INDONESIA ","AD7964","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9D004025-30CE-4630-826F-4C9A2B0F694D"
"20268931","Yayasan Nashirul Huda Bojonggambir","AN8526","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F4063075-20E3-491A-AE2C-2625D6483958"
"20268934","Yayasan MATHLABUSSA'ADAH","AA3105","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CEDF1E52-30A0-44A5-A15E-3B36DCDE1965"
