"nypy","name","address","pimpinan_yayasan","operator_yayasan","kode_pos","no_pendirian_yayasan","tgl_pendirian_yayasan","num_schools"
"AW9077","Lembaga Pendidikan dan Sosial Darul Amin","Jalan Dharma Putra Gg. Dharma Putra 18 B, -, Kec. Pontianak Utara, Kota Pontianak Prov. Kalimantan Barat","Minawar. Z.A.","Samsul Hadi","78243","67","21 Oct 2005","1"
"AJ8064","AL-anshor Bekasi","kp.Pulo Asem, Sukakarsa, Kec. Sukakarya, Kab. Bekasi Prov. Jawa Barat","Sauji,S.Pd.I","Holid Mawardi","17645","AHU-958.AHA.01.04","13 Mar 2015","1"
"AB7720","Yayasan Pendidikan Bayu Pertiwi","Jl. Binjai Km. 16,5 Medan - Binjai, Sei semayang, Kec. Medan Sunggal, Kota Medan Prov. Sumatera Utara","Drg. Irma Suryani M.KM","","20351","4","25 Jan 2001","1"
"AN9107","YAYASAN BANGUN MULIA","JALAN KALI ABANG NO.10, -, Kec. Bekasi Utara, Kota Bekasi Prov. Jawa Barat","IR.H.KASMAN BANGUN.MBA","EDESICO PRIMA","17122","225","01 Aug 1991","4"
"AI1964","MITRA BANGSA NUSANTARA","KEBALEN, KEBALEN, Kec. Babelan, Kab. Bekasi Prov. Jawa Barat","NNN","Nancy Jelita","17610","NNN","19 Aug 2015","1"
"AN8277","Yayasan Pendidikan Bela Nusantara","Jl. Raya Cibeber Km.6,5, Sirnagalih, Kec. Cilaku, Kab. Cianjur Prov. Jawa Barat","Dra. Hj. Maspriyani","NENG SITI RUBAIAH ADAWIAH","43285","43","30 Oct 2010","1"
"AF9920","YAYASAN PERSEKOLAHAN UMAT KATOLIK NGADA","Jln. Kapten Piere Tendean, -, Kec. Bajawa, Kab. Ngada Prov. Nusa Tenggara Timur","RD.Silverius Betu,S.Fil.,M.Ham","Elisabeth Reso","86412","50 Tahun 1987","25 May 1987","93"
"AO3619","Pendidikan Ranggong Daeng Romo Pusat Takalar","Jend. Sudirman No. 32, Pattallassang, Kec. Pattallassang, Kab. Takalar Prov. Sulawesi Selatan","Drs. H. Napsah Baso","ADE IRMA SURYA NINGSI","92212","48","10 Nov 1978","1"
"AI3603","Lembaga Pendidikan Ma'arif NU","Jl. Citanduy No. 4 Kliteh , -, Kec. Sragen, Kab. Sragen Prov. Jawa Tengah","Drs. H.M Aris Suparlan, M.Pd","MUHAMMAD IKHSAN PRADANA","57214","103","15 Jan 1986","3"
"AE5380","Yayasan Pondok Pesantren Raudlatul Hasan","Desa Pakuwesi Curahdami Bondowoso, -, Kec. Curahdami, Kab. Bondowoso Prov. Jawa Timur","KH.ABD.HAFIDZ AZIZ","SITI NOR HOLISAH","68251","M-11-HT.03.01","03 Apr 1995","2"
"AC9907","SIRRUL HIKMAH PASANGGRAHAN","Jln. Taman Adiyasa - Cisoka Raya, -, Kec. Solear, Kab. Tangerang Prov. Banten","H. EDI SUTISNA, S.Ag","SUHEDI","15370","84","19 Aug 2016","2"
"AI3150","YAYASAN PENDIDIKAN EKONOMI (YAPEK) GOMBONG","GANG SINDORO III, Gombong, Kec. Gombong, Kab. Kebumen Prov. Jawa Tengah","BAMBANG PRIYAMBODO, S.Sos","Ade Kiwan S.T","54411","PPE/Pers/63/SMEA/70","20 Jul 1970","1"
"AO1011","Yayasan Pondok Pesantren Darun Najah","JL. KH Mustofa No. 5, Petahunan, Kec. Sumbersuko, Kab. Lumajang Prov. Jawa Timur","KH. MUCHAMMAD CHOZIN BARIZI","Bagas Ilham Saputra","67316","","","1"
"AG4624","YAYASAN AL QODAR LUGINA","Jl. Raya Rancaekek No. 5 Rancaekek, -, Kec. Rancaekek, Kab. Bandung Prov. Jawa Barat","H UUS KADARUSMAN","Nurhalizah","40394","06","27 Nov 2017","4"
"AN0255","YAYASAN PUSAT PENDIDIKAN ISLAM SUDIRMAN (YAPPIS)`","JL. JENDERAL SUDIRMAN NO. 2 A AMBARAWA, -, Kec. Ambarawa, Kab. Semarang Prov. Jawa Tengah","Drs. Lilik Nurcholis, M.Si.","ARSITA INDRIYANI","50612","02","12 Feb 2008","22"
"AD3023","YAYASAN PENDIDIKAN ISLAM NURUL HUDA","Jl. Babakan Astana, BUNIWANGI, Kec. Pelabuhan Ratu, Kab. Sukabumi Prov. Jawa Barat","Drs. KHOERUDIN","Miptahudin","43364","","11 Jul 2014","2"
"AD3389","Cahaya Anak Nusantara","Kp. Palalangon, Kerta Jaya, Kec. Ciranjang, Kab. Cianjur Prov. Jawa Barat","Dr. Giw Young Kim","","43282","","25 May 2011","1"
"AJ6785","YAYASAN PENDIDIKAN ISLAM RIYADHUL  MUTA'ALIMIN CIANJUR","Kp. Sawahrandu, -, Kec. Cijati, Kab. Cianjur Prov. Jawa Barat","ASEP SAEPUL ZAMAN, S.Pd.I","AHMAD KUSAERI","43277","026","19 Mar 2012","2"
"AK9230","Pondok Pesantren Daarussuffah Dahe","Dahe, Mujur, Kec. Praya Timur, Kab. Lombok Tengah Prov. Nusa Tenggara Barat","TGH. Abdurrahman Alvin Hartana, S. Ag","Bohari Muslim","83581","171","18 Apr 2010","2"
"AE5169","PP ZAHROTUL ISLAM","Jl.Shinto Keselatan Km1 Tegalrejo dringu, Tegalrejo, Kec. Dringu, Kab. Probolinggo Prov. Jawa Timur","Kyai Muslim AQ","Dewi Puspitayanti","67271","","","2"
"AI9733","YAYASAN PENDIDIKAN ISLAM (YPI) ISTOMAH","LINTAS SUMATERA, penarun, Kec. Bathin VIII, Kab. Sarolangun Prov. Jambi","Drs.H.M.NASIR.M.Pd","","","01/yayasan-ist/2009","19 Sep 2014","1"
"AL3021","NURUL HUDA USTMANIYYAH","PASIRLAJA, LUMBUNGSARI, Kec. Lumbung, Kab. Ciamis Prov. Jawa Barat","KH. OYO SUNARYO","Aris Sopiyandri","46258","AHU-00091-AH.02.01.TAHUN 2015 TGL.26 PEBRUARI 2015","18 Jan 2016","2"
"AD1677","YAYASAN PENDIDIKAN KRISTEN HARAPAN MULIA","KOMPLEK DUTA KEMAYORAN BLOK D NO. 1, PADEMANGAN TIMUR, Kec. Pademangan, Kota Jakarta Utara Prov. D.K.I. Jakarta","TOMMY HARTADI M Sc","Mardiana Cindi N. Nainggolan","14410","16","19 Nov 2012","4"
"AH9828","Persatuan Perguruan Tamansiswa Cabang Jakarta","GARUDA NO. 25, -, Kec. Kemayoran, Kota Jakarta Pusat Prov. D.K.I. Jakarta","Nyi Sri Finayani","Juli Mohamad Sya'ban R.","10610","Org.058/SK/N-R/1984","15 Jul 1924","7"
"AI4449","Yayasan Sekolah Kristen Widya Wacana Surakarta","Jl. Veteran 174-176, -, Kec. Serengan, Kota Surakarta Prov. Jawa Tengah","Pdt. Mungki Aditya Sasmita, S. Th., MA","Megawati","57153","22","30 Oct 1951","14"
"AH5905","SMA ADVENT Sendawar","Jl.  Pembangunan, Juaq Asa, Kec. Barong Tongkok, Kab. Kutai Barat Prov. Kalimantan Timur","Y.  Baau","ALMI BAHRUM SIMBOLON","75576","","13 Apr 2015","1"
"AX0288","YAYASAN WAHID HASYIM YOGYAKARTA","JL. WAHID HASYIM GATEN DABAG, CONDONGCATUR, DEPOK, SLEMAN, -, Kec. Depok, Kab. Sleman Prov. D.I. Yogyakarta","RAFI RIDWAN","Nur Huda","55283","15","28 Sep 2020","2"
"AE5420","YAYASAN PONDOK PESANTREN ASRAMA KH. SAIFUL HAQ HUSNAN","JL RAYA WRINGIN, WRINGIN, Kec. Wringin, Kab. Bondowoso Prov. Jawa Timur","KH. MUHAMMAD FARIDUL AHSAN","MUSDAH","68252","AHU-00033.50.10.2014","05 Apr 2014","1"
"AJ6409","Bina Sain dan Teknologi","Jln. Raya Karadenan No.9, Karadenan, Kec. Cibinong, Kab. Bogor Prov. Jawa Barat","Drs. Joni Alwis","R.Syaropah","16913","","04 Oct 2002","1"
"AN3159","Persatuan Perguruan Tamansiswa Cabang Binjai","Jl.Jend. Sudirman No. 11 Binjai, -, Kec. Binjai Kota, Kota Binjai Prov. Sumatera Utara","KI Prabawa","KHAIRIZAL","20714","421-9-390/K/2007","19 Feb 2007","4"
"AD5038","YAYASAN PENDIDIKAN ISLAM AR-RASWAD","Jl. Dipati Ewangga No. 98, CENGAL, Kec. Japara, Kab. Kuningan Prov. Jawa Barat","IDA SUPRIDA, S.Pd., M.M.Pd.","OON RUSTONO","45555","41","24 May 2011","1"
"AL8559","AN-NASIR","Kamireh, Pandiyangan, Kec. Robatal, Kab. Sampang Prov. Jawa Timur","Buhori","ACH ZUBAIDI","69254","33","16 Sep 2015","1"
"AI1877","Perguruan Mathla'ul Anwar","Telukambulu, Telukambulu, Kec. Batujaya, Kab. Karawang Prov. Jawa Barat","Dr. H. Rusydi Firdaus M.Pd.I","Ismet Faisal","41354","","","2"
"AM4495","UDU KOLABORASI GLOBAL","Jalan Samburaka No. 108, Pongo, Kec. Wangi-Wangi, Kab. Wakatobi Prov. Sulawesi Tenggara","SUMIMAN UDU, S.Pd.,M.Hum","AJIARDIN, S.T","93791","98","30 Mar 2006","1"
"AL8652","NURUL HUDA BICABBI","JL. RAYA DUNGKEK DESA BICABI KEC. DUNGKEK KAB. SUMENEP, -, Kec. Dungkek, Kab. Sumenep Prov. Jawa Timur","Dr. ACH. SYAIFUL, M.Pd.I","Ach. Fawaid Ihsan","69474","23","15 Mar 2005","4"
"AL0704","Islamic Village",", Kelapa Dua, Kec. Kelapa Dua, Kab. Tangerang Prov. Banten","Drs. H. Islam Akbar Nasution","Tatep Abdullah","","421.1.420.2/2056/DISDIK","20 Dec 2002","14"
"AW8313","PERKUMPULAN KANJENG SEPUH SIDAYU GRESIK","Jl. Kanjeng Sepuh No. 2 Mriyunan, -, Kec. Sidayu, Kab. Gresik Prov. Jawa Timur","MOHAMMAD FARHAN","Ahmad Alauddin","61153","07","07 May 2018","5"
"AC9870","Yayasan Harapan Bina Nusantara","Jl. Raya Gatot Subroto, -, Kec. Sepatan, Kab. Tangerang Prov. Banten","Ir. Mujijat","Aprila Eki Priatna","15520","21","07 Apr 2011","1"
"AI8643","PERSATUAN PERGURUAN TAMANSISWA CABANG MEDAN","Jalan Bakaran Batu No. 18 Medan, -, Kec. Medan Area, Kota Medan Prov. Sumatera Utara","KI SUTARNO, S.Pd","Jumari","20214","34","04 May 2010","6"
"AB0936","DARUL ULUM","JLN. RAYA MASJID BAITUL AMIN NO 9 WATESPROJO, -, Kec. Kemlagi, Kab. Mojokerto Prov. Jawa Timur","KH.Syaiful anwar maderi","Siti Miftakhul Rodiyah","61353","12","16 Oct 1984","3"
"AF6057","Pelita Bahari Sukses","Jln Jati No. 58, Kadoodan, Kec. Madidir, Kota Bitung Prov. Sulawesi Utara","Esmeralda C.H Wurangian , SH, MBA","JELIS SALINDEHO","95513","21","06 Sep 1993","1"
"AG8749","Yayasan Putratama","Jl. Mgr. Alb. Sugiyopranoto No. 1, Bantul, Kec. Bantul, Kab. Bantul Prov. D.I. Yogyakarta","Drs. Bambang Sumantri","Ngadimun","55711","10","13 Dec 1961","1"
"AJ9733","YAYASAN PENDIDIKAN BHINA TUNAS BHAKTI PATI","Jl. Sunan Ngerang 109 Juwana, KEBONSAWAHAN, Kec. Juwana, Kab. Pati Prov. Jawa Tengah","Drs. BOEDI ROOSTANTO","Sunhadi","59185","AHU-5348.AH.01.04","19 Sep 2013","1"
"AH1768","TAUTHIATUT THULLAB","JLN. PENDIDIKAN NO. 7 ARONGAN, ARONGAN, Kec. Simpang Mamplam, Kab. Bireuen Prov. Aceh","TGK. H. SOFYAN MAHDI","Yunalis","24264","19","06 Feb 2013","4"
"AL9633","Yayasan Pendidikan Hajjah Nyak Kaoy (YAPINKA)","Desa Telaga Sari, Telaga Sari, Kec. Sunggal, Kab. Deli Serdang Prov. Sumatera Utara","H. Syamsuddin","Reka Sari Ramadhani","20351","25","12 Jul 2002","3"
"AI2891","YAYASAN SOSIAL AL-IRSYAD CILACAP","Jl. Cerme No. 24, -, Kec. Cilacap Tengah, Kab. Cilacap Prov. Jawa Tengah","NASIRUDIN SALEH","Siam Rianto","53223","07","07 Jun 1973","11"
"AB6180","Yayasan Tarbiyah Islamiyah Minhajussalam","Jl. T.Umar No. 17, -, Kec. Penanggalan, Kota Subulussalam Prov. Aceh","Nabawi, A.Majid, SH","Isnasyah Putra Bancin, SE","24782","Nomor 15 Tahun 12 Juli 2021","12 Jul 2021","2"
"AH6510","YAYASAN PERGURUAN HASANUDDIN GOWA","Jl. Matahari No.04 Sungguminasa, -, Kec. Somba Opu, Kab. Gowa Prov. Sulawesi Selatan","PAUL SAMPRY,SE.AK","MULIATI","92111","06","05 Apr 2019","3"
"AC5949","PERGURUAN PESANTREN SYEKH MUH SAMMAN","JLN PONGTIKU 1 NO 15, KALUKUANG, Kec. Tallo, Kota Makassar Prov. Sulawesi Selatan","ILYAS ALI ARIEF,SE,MM","Saparuddin, S.Pd","90214","27","14 Apr 2007","1"
"AI8160","Yayasan Pendidikan Karya Simantin","Jl.Tigaras Simantin Pane Dame, Simantin Pane Dame, Kec. Panei, Kab. Simalungun Prov. Sumatera Utara","Ir.Darwin Sinaga","PERAWATI PURBA","21161","No.95 tanggal 26 oktober 1987","26 Oct 1987","2"
"AH4472","Perguruan Yayasan Nurul Iman Palembang","Jalan May Salim Batubara No.385, Sekip Jaya , Kec. Kemuning, Kota Palembang Prov. Sumatera Selatan","Drs.H.Anwar Malik","M. ZAKIUDDIN","30126","114/i/11/E-2418","02 Jan 1981","5"
"AO5348","Pimpinan Wilayah Muhammadiyah (PWM) Prov. D.K.I. Jakarta","-, -, Kec. Matraman, Kota Jakarta Timur Prov. D.K.I. Jakarta","Belum Isi","Fairuz Fajri","","","","30"
"AA9566","YAYASAN BADAN WAKAF SULTAN AGUNG","Jl. Kaligawe Raya KM. 4 PO.Box. 1054 Semarang 5011, Terboyo Kulon, Kec. Genuk, Kota Semarang Prov. Jawa Tengah","H.HASAN TOHA PUTRA.MBA","H. Rudiasno Mulyo","","No. 86 tanggal 13 Oktober","13 Jul 1950","12"
"AH6547","Yayasan Pendidikan Batara Gowa",", Tompo Balang, Kec. Somba Opu, Kab. Gowa Prov. Sulawesi Selatan","H. Dahlan Ali","RIRIN FACHRIANTI","","","","2"
"AD1279","YayasanPendidikan Talenta Mamasa",", Buntubuda, Kec. Mamasa, Kab. Mamasa Prov. Sulawesi Barat","Drs.Ivony Podo","SRI DEVI CAHYA NINGSI","","013/21/2003","10 Sep 2003","1"
"AX2984","YAYASAN PENDIDIKAN MUTIARA BAUBAU","Jln. Mutiara No. 10, -, Kec. Murhum, Kota Baubau Prov. Sulawesi Tenggara","WA ODE TITIN PURNAMA YANTI","La Ode Yusran Junus","93725","05","28 Apr 2022","2"
"AH9061","yayasan Trisula Bhakti",", sangiang jaya , Kec. Periuk, Kota Tangerang Prov. Banten","mardiana","Hebi Ardi Safira","","422.3/045/tb/i/1970","01 Jan 1970","1"
"AH3705","SULTHAN MUHAMMAD ALI ABDUL JALIL MUAZZAM SYAH",", JADIREJO, Kec. Sukajadi, Kota Pekanbaru Prov. Riau","Prof.DR.ZULFADIL,SB,.M.BA","Iche Gustiyani","","420/SM.2/X/2013/10220","18 Oct 2014","1"
"AB3345","LP Ma'arif NU Bondowoso","JL. KH Agus Salim 85 komplek perkantoran NU no 7 Bondowoso, Blindungan, Kec. Bondowoso, Kab. Bondowoso Prov. Jawa Timur","M. Syaiful Bahar, M.Si","Subaeri Adi Susanto","68271","103","15 Jan 1986","40"
"AD5189","SAFINATUL HIDAYAH LEMAHABANG","Jl. KH.A. Wahid Hasyim No 84 A, CIPEUJEUH WETAN, Kec. Lemah Abang, Kab. Cirebon Prov. Jawa Barat","ABDUL HAKAM, SH. MH","RIZAL FAIZAL","45183","821.28/Ktsp.2852/Disdik","18 Jul 2013","1"
"AF9415","Yayasan Pendidikan Islam","Jalan Raya Ntobo, Ntobo, Kec. Raba, Kota Bima Prov. Nusa Tenggara Barat","H. M. HUSAIN H. IBRAHIM","Nuralamsyah","84113","02","01 May 2000","1"
"AA0503","YAYASAN FAJRUL ISLAM","JL.TANJUNG PURA V, PEGADUNGAN, Kec. Kali Deres, Kota Jakarta Barat Prov. D.K.I. Jakarta","Drs. H. Syamsudin, MM","Haryadih","11830","11","28 Apr 2006","1"
"AI8413","Yayasan TP Arjuna Laguboti","Jl. Arjuna Pintubosi Laguboti, Sitoluama, Kec. Lagu Boti, Kab. Toba Prov. Sumatera Utara","Jimmy Sirait","Luqitawati Manurung","22381","010/Y-TP/X/81","05 Oct 1981","1"
"AM0012","YAYASAN MITRA KASIH NIAS SELATAN","Jl. Gereja No. 10, -, Kec. Teluk Dalam, Kab. Nias Selatan Prov. Sumatera Utara","MOWA'A WAU","HERNAWATI LUAHA, S.Pd","22865","05","09 Sep 2022","2"
"AC4370","MALESUNG","Jl. Tombulu No. 185, Ranotana Weru, Kec. Wanea, Kota Manado Prov. Sulawesi Utara","Joost Padeirot","","95118","No. 17","25 Jun 2015","1"
"AG6434","Yayasan Bani Saleh Bekasi","Jl RA Kartini No 7 B, Margahayu, Kec. Bekasi Timur, Kota Bekasi Prov. Jawa Barat","H. Asep Suandi, SE, Ak.M.M","M. AFRIZAL MUTTAQIEN","17113","2618/102.24/I/1994","26 Jul 1994","11"
"AA1786","YAYASAN AL-FADHIILAH","KP. PASIRANDU, -, Kec. Cisolok, Kab. Sukabumi Prov. Jawa Barat","Dadeng Mulyadi,S.Ag","Mohammad Ohan","43366","AHU-0020647.AH.01.12","11 Apr 2016","1"
"AN8006","YAYASAN WISATA SATRIA","Jl. Raya Puncak No. 487 Ciawi-Bogor, -, Kec. Ciawi, Kab. Bogor Prov. Jawa Barat","SUSI IDALAWATI","Mustika Laela Fitri","16720","03","06 Jan 2016","2"
"AH0886","YAYASAN PENDIDIKAN ISLAM AN-NUR","JL. MASJID SUMUR ANYAR , METENG, Kec. Omben, Kab. Sampang Prov. Jawa Timur","KH. JAZULI JAMALI","WIAMMU LATIFAH","69291","","","4"
"AJ6771","Yayasan Pendidikan Agrapura Parahita","Jl. Balegede Kp. Babakan 003/001 Desa Balegede Kec. Naringgul Kab. Cianjur, Balegede, Kec. Naringgul, Kab. Cianjur Prov. Jawa Barat","Asep Saepudin, S.Hi","EGA PIRMANSYAH","","No. 76","27 Dec 2013","1"
"AM4001","Yayasan Perguruan Takalar",", Pattallassang, Kec. Pattallassang, Kab. Takalar Prov. Sulawesi Selatan","Drs. H. Magguliling Tika","Sopyan","","82","16 Jul 1982","1"
"AI3058","Pondok Pesantren Darunnajah","Jl. Raya Kabupaten Lama No. 07 Banjarkulon, Banjarkulon, Kec. Banjarmangu, Kab. Banjarnegara Prov. Jawa Tengah","KH. Achmad Muslich, S. Ag","ALFAN TRI AFIANTO","53452","02/P.Y/2001","24 Feb 2001","2"
"AO4836","AL HAMIDIYAH","KP TEGAL PANJANG, KIBIN, Kec. Kibin, Kab. Serang Prov. Banten","H HAMID","Yulianti Agustini","42185","642.2/SK.2202-DIS.PEND.","26 Oct 2004","1"
"AA0103","YAYASAN MIKA","Jln.Salemba Raya No. 24 B, -, Kec. Senen, Kota Jakarta Pusat Prov. D.K.I. Jakarta","BENYAMIN IWAN KOHAR","Elizabeth Pulin Putri","10430","01/NOTARIS/PPAT","30 Jun 2002","6"
"AD5214","Pendidikan Bina Bangsa","Desa Panambangan, Panambangan, Kec. Sedong, Kab. Cirebon Prov. Jawa Barat","H.Sudaman","Sahrul Mulyana","45189","","28 Aug 2014","1"
"AH6982","Yayasan Pendidikan Tri Bhakti Karsa","Jl.SyecKh Yusuf No. 63, Gunung Sari, Kec. Rappocini, Kota Makassar Prov. Sulawesi Selatan","Drs. H. Muh. Saleh Lige","Kurniyati","90221","003","03 Dec 1983","1"
"AC1153","Yayasan Pondok Pesantren Baitun Nur","Jl. SMP Negeri 1 Punggur, -, Kec. Punggur, Kab. Lampung Tengah Prov. Lampung","KH. Masruri","Ahmad Fadholi, S.Pd.I., M.Pd., Gr.","34152","09 Tahun 2007","10 Jan 2007","4"
"AW8757","INSAN MITRA GLOBAL PALASARI","JL. PANDAWA PALASARI LEGOK, -, Kec. Legok, Kab. Tangerang Prov. Banten","NURYANAH","NINING.SE","15820","06","26 Aug 2014","1"
"AJ7367","Yayasan Galuh Rahayu","Jl. Raya SUkaraja SIndangkasih Ciamis, Sukaraja, Kec. Sindangkasih, Kab. Ciamis Prov. Jawa Barat","Drs. E. Karsodiharjo","ANGGA SUKMANTARA","","","16 Jul 2014","1"
"AN7979","PURWA BHAKTI","JALAN VETERAN III, CILEUNGSI, Kec. Ciawi, Kab. Bogor Prov. Jawa Barat","MEMED APENDI","ARUM PUSPITA DEWI, S.Pd.","16760","01/2007","01 Aug 2007","1"
"AW9070","YAYASAN AL-MADANI JOMBANG","Jl. Raya Randuwatang No. 140, -, Kec. Kudu, Kab. Jombang Prov. Jawa Timur","AWAN PUJO LAKSONO, SE","SITI NOVITA SARI","61454","37","19 Nov 2012","1"
"AO5338","Yayasan Pendidikan Kesatuan","Jl. Klingkit No. 1, -, Kec. Cengkareng, Kota Jakarta Barat Prov. D.K.I. Jakarta","M. Yakti Qadafi, SH. MM","ADI PERMANA","11740","13.-2017","10 Feb 2017","2"
"AD1577","PBNU","JL. KRAMAT RAYA GEDUNG PBNU LT.IV, KENARI, Kec. Senen, Kota Jakarta Pusat Prov. D.K.I. Jakarta","PROF. Dr. KH. AQIL SIROJ MA","A. IRWAN KUSNAWI","","C2-7028.HT.0105.TH.89","08 May 1987","1"
"AE8636","YAYASAN PENDIDIKAN DINUL ISLAM","Jln Besar Desa Gonting Malaha, Gonting Malaha, Kec. Bandar Pulau, Kab. Asahan Prov. Sumatera Utara","Anshor As Sitorus","Aswin Afandi","21274","40","21 Jan 2013","1"
"AC9505","Yayasan Perguruan Islam Mathla'ul Anwar Linahdlatil Ulama","Komplek Cendana Jalan Alaun - alun Timur Menes, Menes, Kec. Menes, Kab. Pandeglang Prov. Banten","H. Hamdi Ma'ani","HENDRIANSAH","42262","Kd. 28.02/PP 00.7/04/2004","11 Oct 2007","8"
"AJ8413","Wyata Dharma","Sukarno Hatta, Cipadung Kidul, Kec. Panyileukan, Kota Bandung Prov. Jawa Barat","Tuti Mulyati","Cepi Andriyanto","40614","05","18 Feb 2000","2"
"AE9528","Yayasan Pendidikan Imelda Medan","Bilal No. 24 Medan, Pulo Brayan Barat I, Kec. Medan Timur, Kota Medan Prov. Sumatera Utara","Dr. H. Raja Imron Ritonga, M.Sc","","20239","I-176.HT.03.02-TH.1997","31 Dec 1997","1"
"AC8356","Yayasan Persekolahan Santu Petrus Ende","Jl. Gatot Subroto, -, Kec. Ende Timur, Kab. Ende Prov. Nusa Tenggara Timur","RD.  Fransiskus Soda Betu","Silvester Dede","86317","312","19 Jan 1987","4"
"AD4291","Yayasan Prima Husada",", Kota Kulon, Kec. Garut Kota, Kab. Garut Prov. Jawa Barat","Drs. Rd. Firman Kartanegara","LISNAWATI","","","16 Jul 2014","1"
"AI9547","SULTAN MUHAMMAD ABDUL JALIL MUZAFFAR SYAH","JL. PERJUANGAN, BENTENG HULU, Kec. Mempura, Kab. Siak Prov. Riau","H. SURYADI, S.Ag MA","NASRI","28773","34","09 Mar 2012","2"
"AO5243","Yayasan Perguruan Islam Al Mafatih","Jl. H. Junaidi No. 79, -, Kec. Palmerah, Kota Jakarta Barat Prov. D.K.I. Jakarta","Solahuddin Ahmad","Chaerul Mutaqin","11480","01","15 May 2010","1"
"AJ8335","Yayasan Al-Ghifari","Jl. Cisaranten Kulon No. 140, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung Prov. Jawa Barat","Tom Maskun, M.Pd.","RIKI","40293","139","19 Jun 1997","5"
"AA1705","Yayasan Bina Profesional Indonesia",", Sukaraja, Kec. Sukaraja, Kab. Sukabumi Prov. Jawa Barat","Obing Hobir","","","421.5/Kep-426/Disdik","04 Jun 2012","1"
"AL7975","Yayasan Pendidikan Dharma Siswa Kraksaan","Jl. Yos sudarso nomor 58.A, -, Kec. Kraksaan, Kab. Probolinggo Prov. Jawa Timur","Juned Krisbiantoro, SH","ashr faqih sjams","67282","1-13-71","13 Jul 1971","1"
"AB2585","PERKUMPULAN LEMBAGA SUNAN GIRI","Jl. P.B. Sudirman 244, -, Kec. Kepanjen, Kab. Malang Prov. Jawa Timur","Drs. AKHMAD SUHARTO","NAIMAH","65163","160","24 Dec 2015","2"
"AD6445","Yayasan Pengembangan Pendidikan Dinamika Cikarang","Kp. Sukamantri, Sukaraya, Kec. Cikarang Utara, Kab. Bekasi Prov. Jawa Barat","H. M. Surnata","Muhammad Hikmat Fathur Rahman","17530","09","04 Feb 2015","8"
"AC9252","YAYASAN GEMA EKLESIA MALUKU UTARA","JLN-TRANS AURI AKEDIRI, -, Kec. Jailolo, Kab. Halmahera Barat Prov. Maluku Utara","Blandina Megawe","Cintiya Sarah Najoan. S.AK","97752","-","06 Jun 2006","1"
"AB3481","PONDOK PESANTREN SALAFIYAH SYAFI'IYAH IBRAHIMY BANTAL","JL. RAYA BANTAL, BANTAL, Kec. Asembagus, Kab. Situbondo Prov. Jawa Timur","Dr. K .MOH. HASYIM ROMLI","LUSY WULANDARI","68373","04","07 Mar 2015","4"
"AH4381","YAYASAN UTAMA BAKTI PALEMBANG","JALAN UB LEBONG SIARENG, SUKAJAYA, Kec. Sukarami, Kota Palembang Prov. Sumatera Selatan","Drs. Yose Aprizal, M.Si","Rian Ardiansyah","30151","","01 Jul 1987","2"
"AL7627","YSPI AL BADAR","JL SULTAN AGUNG VI/20A, KETANON, Kec. Kedungwaru, Kab. Tulungagung Prov. Jawa Timur","H M BADARUDIN MOESKAR","RYAN MARTHA EKA RAMADHAN","66226","0","21 Mar 2002","5"
"AA4729","Mitra Putra Pasundan","Simpang No. 2, Kertajaya, Kec. Padalarang, Kab. Bandung Barat Prov. Jawa Barat","Suhendra Permadi","Nana Eryana","40266","AHU-3138.AH.01.04","07 Jan 2011","1"
"AM6484","Al-Khairiyah kelapian","Kp/Ds. Kelapian Kec Pontang Serang, Kelapian, Kec. Pontang, Kab. Serang Prov. Banten","K.H Yahya Syanwani","TRIMAHROMI JAENAL MUTTAQIN,S.KOM","42192","1","03 Jul 2006","1"
"AM8887","Yayasan Mukhtarul Arifin","Kp. Sindangkerta, -, Kec. Sindangkerta, Kab. Bandung Barat Prov. Jawa Barat","Muhammad Subhan Fathurahman","MAULANA AHMAD SALADIN","40563","3.","07 Jul 2014","3"
"AI6837","AN-NAWAWI","Banjar, -, Kec. Kedungdung, Kab. Sampang Prov. Jawa Timur","USTADZI MAHSYARI","Ghoyasi","69252","08","03 Nov 2009","5"
"AI6494","YAYASAN ISLAM NAHDLATUTH THALABAH (YASINAT)","Jl. KH. Imam Bukhori Kesilir, KESILIR, Kec. Wuluhan, Kab. Jember Prov. Jawa Timur","KH. MOCH. DIMYATHI BURHAN","M MUDHOFFAR","68162","16","15 Aug 1983","3"
"AO4499","Bler Bolan Baki Besi","Kampung Misi, Fahiluka, Kec. Malaka Tengah, Kab. Malaka Prov. Nusa Tenggara Timur","Aloysius Bria","JEFRIANUS BRIA,S.Pd","85762","","","1"
"AL0434","DWI PUTRA BANGSA","Jl. Raya SUmur Km.12, -, Kec. Cimanggu, Kab. Pandeglang Prov. Banten","PANDI AHMAD PRATAMA, M.Kom.","Syarifudin","42284","114/102.1/KEP/OT/2000","12 Feb 2000","3"
"AA3693","YAYASAN PENDIDIKAN ISLAM NURUL HUDA INDRAMAYU (YASPINDRA)","JL REHOBOT, -, Kec. Kroya, Kab. Indramayu Prov. Jawa Barat","H. RATIMAN","RIKY RAFLIANA","45265","C-3404.HT.01.02.TH 2007","11 Oct 2007","1"
