"npsn","tanggal_pendirian","tanggal_operasional"
"20551897","19-03-2003","26-04-2018"
"20551898","01-07-2003","27-01-2022"
"20551903","26-10-2006","18-05-2020"
"20552452","14-11-2014","08-04-2019"
"20554194","01-08-2008","11-11-2015"
"20554380","05-10-2008","25-05-2018"
"20554825","18-03-2019","17-10-2007"
"20555093","01-07-2020","18-01-2022"
"20558929","20-07-2008","08-02-2022"
"20562214","03-09-2009","18-08-2023"
"20564058","26-07-2006","17-10-2021"
"20564432","01-01-1901","21-04-2015"
"20565902","01-10-2014","20-10-2023"
"20566152","16-09-2009","16-09-2009"
"20566350","20-02-2012","20-02-2012"
"20566557","01-01-1901","22-08-2014"
"20568411","29-08-2008","14-07-2022"
"20569026","10-02-2010","15-08-2022"
"20570238","30-04-2010","12-02-2018"
"20570413","23-03-2011","23-03-2011"
"20571842","13-07-2009","12-01-2023"
"20573137","23-04-2015","06-02-2024"
"20573214","06-01-2011","06-01-2011"
"20573482","27-02-2024","05-01-2023"
"20574581","15-04-2010","15-04-2010"
"20574736","21-12-2010","27-02-2020"
"20575415","15-09-2016","14-06-2022"
"20575417","16-08-2016","20-09-2022"
"20575437","18-10-2011","03-03-2023"
"20577343","01-08-2011","24-01-2018"
"20577514","01-01-1901","01-07-2020"
"20577740","22-12-2010","28-04-2022"
"20577790","01-01-1901","22-06-2021"
"20579307","27-07-2011","30-06-2023"
"20579334","10-10-2011","18-09-2023"
"20579488","23-07-2012","09-11-2023"
"20579489","01-01-1900","27-09-2019"
"20583918","01-02-2010","30-03-2022"
"20583919","09-06-2011","21-02-2019"
"20600434","28-06-2006","28-06-2006"
"20600437","05-06-1989","02-01-2019"
"20600443","01-09-2004","02-01-2019"
"20600462","01-01-1900","08-10-2003"
"20600464","08-10-2003","01-07-1991"
"20600465","17-01-1990","08-10-2003"
"20600468","18-07-2003","08-10-2003"
"20600469","14-01-2005","14-01-2005"
"20600471","19-02-2004","19-02-2004"
"20600513","16-07-1990","30-05-1991"
"20603160","22-09-2000","21-11-2023"
"20603165","09-03-1999","09-03-1999"
"20603166","",""
"20603171","21-11-1988","21-11-1988"
"20603181","05-06-1991","19-03-2017"
"20603183","01-01-1900","-"
"20603184","-","-"
"20603269","01-01-1900","-"
"20603312","01-01-1901","11-03-2006"
"20603313","01-01-1900","01-01-1900"
"20603316","23-05-1992","23-05-1992"
"20603321","06-03-1992","06-03-1992"
"20603323","16-03-1983","16-03-1983"
"20603324","14-04-1988","30-12-1986"
"20603326","26-12-1986","03-08-1987"
"20603327","07-03-1988","07-03-1988"
"20603340","-","-"
"20603341","01-01-1900","29-12-1987"
"20603343","-","-"
"20603347","28-02-1993","07-04-2023"
"20603351","14-01-1980","14-01-1980"
"20603360","01-07-1999","12-04-2010"
"20603362","01-01-1900","01-01-1900"
"20603363","01-08-2005","01-08-2005"
"20603368","01-01-1900","01-01-1900"
"20603369","13-03-1991","13-03-1991"
"20603370","15-09-1999","15-09-1999"
"20603375","",""
"20603377","09-09-2002","26-07-2022"
"20603378","26-08-2020","26-08-2020"
"20603382","29-11-2000","17-10-2023"
"20605094","01-07-2003","01-07-2003"
"20605095","01-07-2003","01-07-2003"
"20605102","01-07-2003","01-07-2003"
"20605103","09-11-1983","09-11-1983"
"20605108","05-10-1994","05-10-1994"
"20605321","25-06-2004","27-05-2023"
"20605322","15-09-2004","17-09-2004"
"20605336","22-04-2002","22-04-2002"
"20605337","-","-"
"20605347","",""
"20605355","01-10-2001","01-10-2001"
"20605356","13-04-2000","13-04-2000"
"20605357","29-11-1979","29-11-1979"
"20605359","28-12-2004","30-06-2016"
"20605361","11-05-2005","11-05-2020"
"20605362","22-06-1989","22-06-1989"
"20605364","05-06-1989","05-06-1989"
"20605366","01-07-2003","01-07-2003"
"20606270","17-04-2001","17-04-2001"
"20606271","23-04-1996","11-05-1996"
"20606289","-","-"
"20606290","24-02-1979","24-02-1979"
"20606296","23-05-1992","29-09-2020"
"20606300","23-08-2005","28-08-2020"
"20606504","-","-"
"20606506","08-10-1998","08-10-1998"
"20606510","11-12-2000","28-12-2015"
"20606515","02-06-1983","02-06-1983"
"20606520","21-11-1988","10-04-1989"
"20606523","05-03-1988","17-09-1987"
"20606524","02-01-2003","02-01-2003"
"20606545","02-01-2003","07-03-2013"
"20606552","14-06-1984","01-01-1900"
"20606836","01-10-1999","01-10-1999"
"20606838","12-12-1997","12-12-1997"
"20606839","",""
"20606845","29-03-1989","07-05-2021"
"20606846","22-11-1985","22-11-1985"
"20606849","07-07-2008","27-02-2013"
"20606854","13-09-1999","29-12-2017"
"20606855","",""
"20607498","04-07-2006","01-10-2015"
"20607785","13-02-2023","13-02-2023"
"20613465","26-04-2006","02-11-2021"
"20613477","17-01-1987","22-12-1986"
"20613520","09-12-2014","19-03-2018"
"20613522","14-10-2005","06-08-2007"
"20613524","18-08-2010","28-02-2003"
"20613528","01-01-1900","-"
"20613552","26-04-2006","26-04-2006"
"20613561","05-08-2005","21-11-2014"
"20613588","26-11-2007","26-11-2007"
"20613768","-","-"
"20613794","01-01-1901","01-01-1900"
"20613796","17-06-2008","17-06-2008"
"20613811","01-05-2006","01-05-2006"
"20613826","25-08-2019","17-10-2023"
"20613998","08-09-2005","21-09-2023"
"20614003","10-10-2008","10-10-2008"
"20614035","26-11-2007","26-11-2007"
"20614057","19-06-2007","19-06-2007"
"20614079","30-05-2007","30-05-2007"
"20614141","05-09-2006","30-05-2007"
"20614413","01-01-1900","01-01-1900"
"20614834","04-04-2016","13-02-2009"
"20614874","04-09-2009","03-09-2009"
"20614878","31-03-2009","04-12-2020"
"20614930","04-12-2007","04-12-2007"
"20615529","-","-"
"20615882","30-05-2007","30-05-2007"
"20616086","20-10-2010","20-10-2010"
"20616158","24-06-2006","27-08-2020"
"20616288","19-10-2010","19-10-2010"
"20616291","26-07-2011","17-12-2020"
"20616391","10-07-2009","06-10-2009"
"20622234","01-01-1901","01-01-1900"
"20622259","-","-"
"20623100","01-01-1901","09-11-2012"
"20623134","03-09-2012","03-09-2012"
"20623135","-","-"
"20623136","-","-"
"20623138","18-11-2015","30-04-2012"
"20623139","-","-"
"30100339","20-09-1983","20-09-1983"
"30100359","01-01-1900","27-03-2001"
"30100379","09-02-2004","09-07-2003"
"30100382","25-07-2002","25-07-2002"
"30100383","01-04-1978","01-04-1978"
"30100384","-","-"
"30100386","05-01-1999","05-01-1999"
"30101067","11-04-1986","05-02-1988"
"30101069","14-09-2004","14-09-2004"
"30101070","27-06-2005","27-06-2005"
"30101071","30-03-2005","30-03-2005"
"30101072","15-02-2005","15-02-2007"
"30101073","-","-"
"30101075","04-04-2002","22-04-2002"
"30101083","05-07-2002","05-07-2002"
"30101088","05-01-1999","05-01-1999"
"30101089","01-01-1900","16-12-2005"
"30101105","-","-"
"30101107","01-01-1900","01-01-1900"
"30101109","05-10-1994","05-10-1994"
"30101120","-","-"
"30101936","01-01-1900","01-01-1900"
"30101940","-","-"
"30101943","17-07-1976","17-07-1976"
"30101944","22-12-1986","22-12-1986"
"30101945","20-11-1984","20-11-1984"
"30101946","03-09-1979","03-09-1979"
"30102505","23-06-2004","23-06-2004"
"30102512","02-12-1985","02-12-1985"
"30102513","-","-"
"30102524","13-05-2004","13-05-2004"
"30102525","04-04-2004","13-05-2004"
"30102526","12-05-1986","12-05-1986"
"30102527","12-05-1986","12-05-1986"
"30102906","12-04-1984","12-04-1984"
"30102907","-","-"
"30102910","25-04-2005","25-04-2005"
"30102916","20-02-2008","20-02-2008"
"30102950","22-10-2002","14-10-2009"
"30102951","14-10-2009","14-10-2009"
"30102989","23-09-2003","23-09-2003"
"30102994","26-05-2004","31-05-2004"
"30103015","-","-"
"30103441","17-11-2000","09-09-2022"
"30103473","07-02-2022","07-02-2022"
"30103474","01-01-1900","-"
"30103476","09-04-2003","09-04-2007"
"30103479","01-07-2003","22-09-2004"
"30103481","-","-"
"30103588","14-06-1989","14-06-1989"
"30103592","25-04-1988","25-04-1988"
"30104077","16-05-1997","16-05-1997"
"30104082","22-09-2004","03-08-2007"
"30104085","02-08-2020","26-10-2014"
"30104089","03-07-2001","01-11-2001"
"30104437","01-01-1900","01-01-1900"
"30104439","",""
"30104450","13-11-1986","13-11-1986"
"30104452","17-12-1988","17-12-1988"
"30104454","16-01-1981","06-08-2018"
"30104455","04-03-2002","30-07-2002"
"30104459","02-07-2018","11-06-1990"
"30104478","23-11-2021","23-11-2009"
"30104495","",""
"30104496","01-01-1900","01-01-1900"
"30104497","14-09-1982","12-05-1986"
"30104498","03-04-2015","25-05-2018"
"30104502","01-01-1974","20-07-2022"
"30104503","15-07-1991","14-08-2018"
"30104504","01-07-1983","01-07-1983"
"30104505","09-11-1983","09-11-1983"
"30104506","09-10-1982","22-05-2023"
"30104507","14-04-2004","01-01-1900"
"30104898","01-01-1900","01-01-1900"
"30104899","31-05-2006","31-05-2006"
"30104901","13-05-2000","13-05-2000"
"30104905","02-04-1983","24-10-1989"
"30104908","01-01-2008","01-01-2008"
"30105063","28-08-2020","28-08-2020"
"30105065","24-10-1989","15-11-1991"
"30105066","01-01-1900","07-07-1983"
"30105071","31-01-2024","31-01-2024"
"30105072","24-04-1981","13-03-1984"
"30105073","",""
"30105077","08-11-1983","08-11-1983"
"30105085","01-01-1900","02-02-2010"
"30105086","26-04-1969","01-12-1991"
"30105140","18-01-1983","03-09-1985"
"30105192","14-07-1957","10-05-2022"
"30105203","-","-"
"30105206","13-03-1984","13-03-1984"
"30105207","09-05-1981","15-04-1981"
"30105208","01-01-1900","01-01-1961"
"30105209","10-01-2013","10-10-2019"
"30105210","14-07-1953","14-07-1953"
"30105214","01-01-1900","-"
"30105454","20-01-1976","20-01-1976"
"30105455","22-04-2002","25-02-2003"
"30105463","11-08-1967","22-09-1970"
"30105467","-","-"
"30105469","18-08-1980","27-08-1980"
"30105471","",""
"30106118","01-06-1981","11-08-2016"
"30106125","23-08-2006","23-08-2006"
"30106127","01-01-1900","01-01-1900"
"30106135","26-11-1997","26-11-1998"
"30106139","27-12-2012","27-12-2012"
"30106208","04-04-2007","04-04-2007"
"30106578","25-06-2007","25-06-2007"
"30107259","31-01-2003","08-03-2019"
"30107260","01-01-1900","10-06-2005"
"30107278","29-11-2005","29-11-2005"
"30107279","29-11-2005","29-11-2005"
"30107280","22-06-2007","22-06-2007"
"30107297","08-06-2007","08-06-2007"
"30107321","02-08-2007","02-08-2007"
"30107322","24-02-2004","20-06-2005"
"30107324","02-08-2007","02-08-2007"
"30107349","15-08-2005","15-08-2005"
"30107353","02-08-2027","02-08-2027"
"30107395","01-01-1900","01-01-1900"
"30107410","-","-"
"30107421","29-08-1983","08-03-2019"
"30107425","-","-"
"30107427","02-01-1901","01-04-2006"
"30107428","01-01-1901","15-07-2005"
"30107569","01-01-1901","21-11-2012"
"30107628","03-04-2007","03-04-2007"
"30107633","11-04-2007","11-04-2007"
"30107672","24-06-2005","24-06-2005"
"30107690","31-12-2008","26-11-2015"
"30107691","-","-"
"30107715","-","-"
"30107738","11-09-2007","11-09-2007"
"30107740","01-01-1900","01-01-1900"
"30107765","15-12-2008","15-12-2008"
"30107803","22-04-2008","22-04-2008"
"30107838","01-02-1989","01-09-2020"
"30107862","19-04-2007","19-04-2007"
"30107941","22-06-2007","22-06-2007"
"30108133","11-06-2008","11-06-2008"
"30108269","09-08-2007","09-08-2007"
"30108274","10-04-2008","01-01-1900"
"30108595","01-07-2009","29-10-2012"
"30108783","11-12-2009","11-12-2009"
"30108801","28-10-2010","28-10-2010"
"30109672","10-10-2009","15-11-2006"
"30109706","28-05-1987","06-06-2010"
"30109717","11-10-2012","29-10-2012"
"30109718","12-07-2010","12-07-2010"
"30109723","-","-"
"30109893","02-07-2010","21-01-2016"
"30109941","26-05-2010","26-05-2010"
"30110043","25-08-2010","25-08-2010"
"30110089","05-06-2011","05-06-2011"
"30112048","16-09-2013","16-09-2013"
"30112115","05-06-2012","05-06-2012"
"30112510","27-09-2012","27-09-2012"
"30112528","01-01-1900","-"
"30200288","29-10-2003","14-07-2017"
"30200294","29-10-2003","29-10-2003"
"30200727","06-01-1992","01-01-1900"
"30200794","20-06-1991","20-06-1991"
"30200959","18-07-2005","26-07-2005"
"30201413","24-06-1985","26-05-2015"
"30201430","11-06-1986","31-07-2013"
"30201847","-","-"
"30201848","30-07-1964","30-07-1964"
"30202072","-","-"
"30202105","-","-"
"30202438","10-07-2019","10-07-2017"
"30202439","-","-"
"30202452","13-06-1994","18-09-2006"
"30202453","-","-"
"30202454","05-07-2017","05-07-2017"
"30202575","02-12-1986","18-07-2016"
"30202576","03-01-2006","18-07-2016"
"30202750","20-09-2018","20-09-2018"
"30202752","07-07-2017","07-07-2017"
"30202756","24-04-2006","27-10-2021"
"30203100","01-01-1900","-"
"30203238","29-08-1981","24-08-2021"
"30203401","12-07-2001","19-08-2020"
"30203402","10-06-1986","04-08-2015"
"30203403","19-08-2020","19-08-2020"
"30203404","08-04-2005","06-12-2006"
"30203412","22-02-2016","26-02-2016"
"30203477","05-11-1973","15-02-1975"
"30203478","01-01-1900","01-01-1900"
"30203479","01-08-1959","28-09-2018"
"30203482","12-06-2001","10-07-2017"
"30203485","16-01-1984","26-03-2020"
"30203488","05-10-1994","05-10-1994"
"30203612","29-08-1961","29-08-1961"
"30203614","15-09-2022","08-07-1991"
"30203695","01-03-2006","01-03-2006"
"30203696","-","-"
"30203897","-","-"
"30203941","08-08-2005","25-10-2007"
"30203966","01-01-1900","-"
"30203969","-","-"
"30204160","03-09-2002","29-05-2019"
"30204386","06-06-2009","06-06-2009"
"30205112","-","-"
"30205114","-","-"
"30205116","01-01-1901","04-08-2004"
"30205235","27-09-2007","27-09-2007"
"30205238","-","-"
"30205271","-","23-07-2013"
"30205406","01-01-1900","01-01-1900"
"30205496","21-07-2009","01-03-2011"
"30207363","01-01-1901","24-08-2021"
"30207366","-","-"
"30208913","01-01-1900","24-08-2021"
"30300237","08-07-1986","08-02-1988"
"30300240","18-08-1997","02-08-2022"
"30300242","14-01-1998","14-02-2023"
"30300697","10-12-2015","10-12-2015"
"30300701","05-05-1992","01-08-2013"
"30300984","14-07-1981","14-07-1981"
"30300998","05-10-1994","01-01-1900"
"30301001","05-05-1992","05-05-1992"
"30301004","07-06-2005","01-12-2022"
"30301040","01-01-1997","29-01-1998"
"30301492","20-06-1991","20-06-1991"
"30301494","24-01-1990","24-08-2020"
"30301784","20-06-1991","20-06-1991"
"30301785","17-11-1990","11-12-2017"
"30302532","-","-"
"30302556","16-07-1960","12-09-2023"
"30303015","-","-"
"30303305","03-02-2005","03-02-2005"
"30303306","05-01-1999","21-04-1997"
"30303324","02-06-2003","02-06-2003"
"30303325","02-06-2003","02-06-2003"
"30303341","-","-"
"30304241","19-05-1969","30-12-1980"
"30304258","22-01-1987","06-02-1987"
"30304259","14-03-2022","14-03-2022"
"30304261","20-06-1991","20-06-1991"
"30304277","29-08-1987","29-08-1987"
"30304278","29-08-1987","29-08-1987"
"30304280","11-12-2019","11-12-2019"
"30304281","23-08-1993","23-08-1993"
"30304282","05-10-1994","02-09-2021"
"30304283","03-07-1997","14-07-1994"
"30304435","13-12-1980","30-12-1980"
"30304596","07-10-1983","07-10-1983"
"30304597","12-10-1962","12-10-1962"
"30305068","13-04-2006","13-04-2006"
"30305419","13-09-2000","17-03-2004"
"30305423","07-01-2012","18-07-2005"
"30305438","14-07-1981","14-07-1981"
"30311495","02-05-2007","02-05-2007"
"30311502","20-10-1999","14-09-2020"
"30311509","02-06-2008","02-06-2008"
"30311595","10-06-2003","01-07-2013"
"30312217","16-06-2008","16-06-2008"
"30312527","25-04-2008","19-12-2009"
"30312858","01-01-1900","23-03-2010"
"30313122","20-11-2009","20-11-2009"
"30313821","02-06-2008","02-06-2008"
"30314039","26-08-2020","26-08-2020"
"30315138","01-06-2012","01-06-2012"
"30400182","23-03-2018","12-03-2021"
"30400221","17-05-2004","21-07-2023"
"30400224","30-08-1991","11-06-2015"
"30400232","05-10-1994","27-02-2015"
"30400376","05-01-1999","03-05-2021"
"30400381","11-02-2009","23-06-2022"
"30400382","01-07-1981","10-05-2022"
"30400461","04-07-2001","17-10-2022"
"30400462","06-06-2016","06-06-2016"
"30400533","19-06-2012","19-06-2012"
"30400534","19-06-2012","19-06-2012"
"30400558","08-09-1986","19-10-2015"
"30400559","13-07-1987","19-10-2015"
"30400562","01-01-1900","06-10-2021"
"30400565","01-01-1900","-"
"30400575","01-01-1900","01-01-1900"
"30401050","09-11-1983","24-06-2020"
"30401051","01-01-1900","09-08-1985"
"30401052","11-06-1990","11-06-1990"
"30401053","01-01-1900","-"
"30401054","23-08-1993","23-08-1993"
"30401058","09-10-1982","09-10-1982"
"30401059","14-07-1981","23-11-2020"
"30401060","27-02-2004","03-06-2002"
"30401062","27-08-1988","04-09-2020"
"30401063","15-07-1991","14-10-2022"
"30401067","16-05-1997","16-05-1997"
"30401487","15-06-1989","10-04-1996"
"30401489","01-01-1900","-"
"30401490","-","-"
"30401494","17-08-1962","08-03-2023"
"30401496","15-04-2003","27-12-2017"
"30401504","26-02-2019","26-02-2019"
"30401677","15-12-1988","15-12-1988"
"30401682","",""
"30401710","01-02-2023","01-02-2023"
"30401808","15-07-1991","15-07-1991"
"30402081","16-02-1984","26-12-2016"
"30402377","08-04-2014","19-10-2015"
"30402381","08-04-2014","19-10-2015"
"30402586","10-03-1987","15-03-2021"
"30402594","03-09-1979","03-09-1979"
"30402809","-","-"
"30402827","02-03-2007","19-05-2005"
"30402829","01-09-2006","01-09-2006"
"30402919","18-06-1988","11-11-2021"
"30404178","06-01-1986","18-10-2017"
"30404179","09-09-2002","23-11-2020"
"30404265","18-07-1983","04-09-2020"
"30404266","01-01-1900","01-01-2022"
"30404267","26-07-2004","26-07-2004"
"30404268","26-07-2004","26-07-2004"
"30404270","25-05-1989","16-01-2020"
"30404304","01-01-1900","-"
"30404355","24-07-1991","04-01-2016"
"30404429","01-01-1900","01-01-1900"
"30404436","20-06-2008","20-06-2008"
"30404438","01-01-1900","-"
"30404453","01-01-1900","01-01-1900"
"30404551","01-01-1900","-"
"30404552","20-07-1987","04-09-2020"
"30404576","20-06-2008","20-06-2008"
"30404598","15-06-1991","22-03-1995"
"30405246","19-06-2012","19-06-2012"
"30405315","09-02-2023","09-02-2023"
"30405317","14-07-1988","11-05-2022"
"30405318","07-09-2005","06-04-2015"
"30405322","13-06-2000","05-04-2018"
"30405325","21-07-2004","02-12-2021"
"30405327","",""
"30405329","-","-"
"30405330","",""
"30405332","28-10-2004","06-12-2021"
"30405336","08-01-2002","10-04-2015"
"30405337","",""
"30405385","",""
"30405505","20-06-2008","20-06-2008"
"30405623","20-06-2008","20-06-2008"
"30405631","01-07-2008","01-07-2008"
"30405703","15-10-2009","15-10-2009"
"30405823","01-01-1900","-"
"30405858","01-01-1900","01-01-1900"
"30407660","01-01-1900","31-01-2013"
"40100311","04-05-1991","04-05-1991"
"40100312","10-08-1965","01-06-1996"
"40100316","30-06-2000","23-06-2008"
"40100317","01-07-1990","01-07-1990"
"40100320","23-08-1993","23-08-1993"
"40100321","01-01-1999","26-06-2023"
"40100322","08-02-1988","08-02-1988"
